"Test[not.NA.test.row.index, 1]","Test[not.NA.test.row.index, 3]","Test[not.NA.test.row.index, 2]","predict(Cubist, Test[not.NA.test.row.index, 2:14])"
"13/05/2018",22,1155,550.512573242188
"13/05/2018",23,814,575.233581542969
"14/05/2018",0,581,287.66748046875
"14/05/2018",1,377,266.666076660156
"14/05/2018",2,241,228.370819091797
"14/05/2018",3,167,167.411849975586
"14/05/2018",4,121,60.6734504699707
"14/05/2018",5,199,58.5982894897461
"14/05/2018",6,552,78.182991027832
"14/05/2018",7,1251,461.696624755859
"14/05/2018",8,1997,782.471496582031
"14/05/2018",9,1106,604.886047363281
"14/05/2018",10,779,635.371887207031
"14/05/2018",11,946,671.550415039062
"14/05/2018",12,1095,696.407348632812
"14/05/2018",13,1051,712.089965820312
"14/05/2018",14,1124,733.296569824219
"14/05/2018",15,1171,761.691040039062
"14/05/2018",16,1433,757.447021484375
"14/05/2018",17,1891,815.571838378906
"14/05/2018",18,2906,974.594604492188
"14/05/2018",19,2236,954.411743164062
"14/05/2018",20,1965,742.649780273438
"14/05/2018",21,1885,700.201416015625
"14/05/2018",22,1648,668.774536132812
"14/05/2018",23,1071,630.022521972656
"15/05/2018",0,764,318.595397949219
"15/05/2018",1,563,292.182281494141
"15/05/2018",2,372,267.5478515625
"15/05/2018",3,241,192.581619262695
"15/05/2018",4,170,117.894493103027
"15/05/2018",5,182,122.459365844727
"15/05/2018",6,562,47.0558013916016
"15/05/2018",7,1239,692.267822265625
"15/05/2018",8,2059,915.678405761719
"15/05/2018",9,1148,659.628662109375
"15/05/2018",10,832,641.513000488281
"15/05/2018",11,944,687.533996582031
"15/05/2018",12,1058,730.832702636719
"15/05/2018",13,1080,755.786315917969
"15/05/2018",14,1092,777.959228515625
"15/05/2018",15,1210,832.572387695312
"15/05/2018",16,1458,835.324584960938
"15/05/2018",17,1951,909.623413085938
"15/05/2018",18,2915,1030.75830078125
"15/05/2018",19,2248,1023.55505371094
"15/05/2018",20,1958,858.093017578125
"15/05/2018",21,1944,838.165466308594
"15/05/2018",22,1640,816.602478027344
"15/05/2018",23,848,798.084716796875
"16/05/2018",0,662,339.037841796875
"16/05/2018",1,502,318.944519042969
"16/05/2018",2,145,287.683288574219
"16/05/2018",3,166,215.89567565918
"16/05/2018",4,124,137.843231201172
"16/05/2018",5,52,145.749038696289
"16/05/2018",6,135,162.932830810547
"16/05/2018",7,367,542.973449707031
"16/05/2018",8,291,669.805419921875
"16/05/2018",9,97,597.633483886719
"16/05/2018",10,81,596.887939453125
"16/05/2018",11,243,623.094299316406
"16/05/2018",12,59,703.437255859375
"16/05/2018",13,151,519.123962402344
"16/05/2018",14,248,702.115539550781
"16/05/2018",15,240,616.632568359375
"16/05/2018",16,223,606.622619628906
"16/05/2018",17,304,635.535400390625
"16/05/2018",18,562,699.834655761719
"16/05/2018",19,404,633.81689453125
"16/05/2018",20,338,606.934326171875
"16/05/2018",21,398,605.012756347656
"16/05/2018",22,399,597.062683105469
"16/05/2018",23,225,593.906616210938
"17/05/2018",0,118,309.708099365234
"17/05/2018",1,144,285.612915039062
"17/05/2018",2,78,267.844787597656
"17/05/2018",3,38,209.416595458984
"17/05/2018",4,51,109.678428649902
"17/05/2018",5,54,142.695938110352
"17/05/2018",6,69,165.581771850586
"17/05/2018",7,80,459.104400634766
"17/05/2018",8,152,668.958190917969
"17/05/2018",9,28,506.320922851562
"17/05/2018",10,141,545.996215820312
"17/05/2018",11,182,563.221496582031
"17/05/2018",12,467,711.354064941406
"17/05/2018",13,592,830.978881835938
"17/05/2018",14,352,854.664367675781
"17/05/2018",15,186,636.092895507812
"17/05/2018",16,102,668.935424804688
"17/05/2018",17,131,664.830322265625
"17/05/2018",18,431,735.386962890625
"17/05/2018",19,29,645.213562011719
"17/05/2018",20,17,577.9208984375
"17/05/2018",21,18,578.604675292969
"17/05/2018",22,26,559.143676757812
"17/05/2018",23,35,535.658508300781
"18/05/2018",0,129,293.513916015625
"18/05/2018",1,116,272.126159667969
"18/05/2018",2,48,249.115631103516
"18/05/2018",3,47,188.081909179688
"18/05/2018",4,22,113.63688659668
"18/05/2018",5,29,123.595985412598
"18/05/2018",6,77,157.886734008789
"18/05/2018",7,210,424.053649902344
"18/05/2018",8,400,577.36865234375
"18/05/2018",9,427,472.276947021484
"18/05/2018",10,454,540.051940917969
"18/05/2018",11,352,556.729736328125
"18/05/2018",12,185,564.494506835938
"18/05/2018",13,509,607.16357421875
"18/05/2018",14,697,654.473449707031
"18/05/2018",15,906,716.399108886719
"18/05/2018",16,1182,736.627136230469
"18/05/2018",17,1551,768.32275390625
"18/05/2018",18,2261,843.829040527344
"18/05/2018",19,1751,786.48388671875
"18/05/2018",20,1386,627.018859863281
"18/05/2018",21,1263,593.64599609375
"18/05/2018",22,1221,558.123107910156
"18/05/2018",23,864,528.26318359375
"19/05/2018",0,689,272.447296142578
"19/05/2018",1,676,254.878204345703
"19/05/2018",2,526,225.609375
"19/05/2018",3,320,167.10986328125
"19/05/2018",4,213,110.81713104248
"19/05/2018",5,198,105.821922302246
"19/05/2018",6,234,145.344833374023
"19/05/2018",7,436,946.510803222656
"19/05/2018",8,766,868.278076171875
"19/05/2018",9,932,605.796447753906
"19/05/2018",10,1051,608.6484375
"19/05/2018",11,1290,653.461242675781
"19/05/2018",12,1573,677.263854980469
"19/05/2018",13,1865,693.146240234375
"19/05/2018",14,2128,714.910766601562
"19/05/2018",15,2268,744.823059082031
"19/05/2018",16,2479,743.838256835938
"19/05/2018",17,2355,823.533081054688
"19/05/2018",18,2439,949.893005371094
"19/05/2018",19,2140,854.352111816406
"19/05/2018",20,1872,741.362060546875
"19/05/2018",21,1780,701.285888671875
"19/05/2018",22,1595,666.187133789062
"19/05/2018",23,1169,627.321350097656
"20/05/2018",0,986,266.331604003906
"20/05/2018",1,713,239.349975585938
"20/05/2018",2,473,214.370544433594
"20/05/2018",3,347,147.696029663086
"20/05/2018",4,205,99.3046646118164
"20/05/2018",5,160,104.388381958008
"20/05/2018",6,190,146.148300170898
"20/05/2018",7,341,635.453430175781
"20/05/2018",8,524,798.449951171875
"20/05/2018",9,676,546.826904296875
"20/05/2018",10,899,575.565002441406
"20/05/2018",11,1013,587.048217773438
"20/05/2018",12,1313,603.256042480469
"20/05/2018",13,1559,635.186645507812
"20/05/2018",14,1680,639.547424316406
"20/05/2018",15,1999,650.161987304688
"20/05/2018",16,2143,649.990234375
"20/05/2018",17,2310,735.024658203125
"20/05/2018",18,2403,885.423095703125
"20/05/2018",19,2145,792.48388671875
"20/05/2018",20,1846,740.349365234375
"20/05/2018",21,1636,705.887878417969
"20/05/2018",22,1325,670.924377441406
"20/05/2018",23,943,639.814453125
"21/05/2018",0,666,234.299285888672
"21/05/2018",1,420,215.451477050781
"21/05/2018",2,262,279.368957519531
"21/05/2018",3,165,204.231826782227
"21/05/2018",4,113,142.578903198242
"21/05/2018",5,200,155.45393371582
"21/05/2018",6,467,214.50895690918
"21/05/2018",7,1135,824.46923828125
"21/05/2018",8,1785,839.836303710938
"21/05/2018",9,1118,621.046325683594
"21/05/2018",10,962,574.495239257812
"21/05/2018",11,1129,611.927429199219
"21/05/2018",12,1373,645.159790039062
"21/05/2018",13,1456,666.401672363281
"21/05/2018",14,1483,714.581359863281
"21/05/2018",15,1612,738.245483398438
"21/05/2018",16,1820,767.390502929688
"21/05/2018",17,2214,829.600646972656
"21/05/2018",18,3069,949.366516113281
"21/05/2018",19,2450,892.96484375
"21/05/2018",20,2167,715.643981933594
"21/05/2018",21,2065,679.302978515625
"21/05/2018",22,1832,637.507385253906
"21/05/2018",23,1273,608.568237304688
"22/05/2018",0,957,286.327056884766
"22/05/2018",1,810,257.941314697266
"22/05/2018",2,590,245.049194335938
"22/05/2018",3,406,307.250152587891
"22/05/2018",4,248,208.072631835938
"22/05/2018",5,182,214.758697509766
"22/05/2018",6,277,253.029922485352
"22/05/2018",7,443,658.291381835938
"22/05/2018",8,694,847.457458496094
"22/05/2018",9,912,669.529907226562
"22/05/2018",10,1119,674.367370605469
"22/05/2018",11,1438,719.703125
"22/05/2018",12,1798,717.616271972656
"22/05/2018",13,2000,717.250305175781
"22/05/2018",14,1407,738.031372070312
"22/05/2018",15,163,656.716735839844
"22/05/2018",16,86,650.191589355469
"22/05/2018",17,50,642.232421875
"22/05/2018",18,30,585.652648925781
"22/05/2018",19,45,533.061462402344
"22/05/2018",20,30,526.142517089844
"22/05/2018",21,58,506.990112304688
"22/05/2018",22,29,499.512390136719
"22/05/2018",23,18,399.10595703125
"23/05/2018",0,32,265.062530517578
"23/05/2018",1,25,236.489074707031
"23/05/2018",2,34,218.084442138672
"23/05/2018",3,43,171.520523071289
"23/05/2018",4,59,122.214668273926
"23/05/2018",5,152,128.961624145508
"23/05/2018",6,436,162.645568847656
"23/05/2018",7,1241,752.696411132812
"23/05/2018",8,2035,909.440185546875
"23/05/2018",9,1125,660.055297851562
"23/05/2018",10,871,678.045166015625
"23/05/2018",11,1012,626.638061523438
"23/05/2018",12,1216,628.224243164062
"23/05/2018",13,1167,627.594909667969
"23/05/2018",14,1183,662.372497558594
"23/05/2018",15,1332,671.111022949219
"23/05/2018",16,1563,693.599365234375
"23/05/2018",17,2069,786.864013671875
"23/05/2018",18,3123,916.345275878906
"23/05/2018",19,2454,821.878967285156
"23/05/2018",20,2001,685.224182128906
"23/05/2018",21,1833,632.689147949219
"23/05/2018",22,1588,602.861206054688
"23/05/2018",23,1080,577.505432128906
"24/05/2018",0,778,267.699157714844
"24/05/2018",1,578,253.294036865234
"24/05/2018",2,385,221.460754394531
"24/05/2018",3,265,109.265258789062
"24/05/2018",4,161,59.1332664489746
"24/05/2018",5,205,103.855735778809
"24/05/2018",6,530,136.57177734375
"24/05/2018",7,1390,734.739379882812
"24/05/2018",8,2081,851.054443359375
"24/05/2018",9,1226,539.560852050781
"24/05/2018",10,880,574.284240722656
"24/05/2018",11,922,623.409301757812
"24/05/2018",12,1087,655.365417480469
"24/05/2018",13,1078,693.359802246094
"24/05/2018",14,1059,683.387390136719
"24/05/2018",15,1174,713.145935058594
"24/05/2018",16,1455,718.509155273438
"24/05/2018",17,1863,804.660888671875
"24/05/2018",18,2825,929.473083496094
"24/05/2018",19,2334,851.845825195312
"24/05/2018",20,1902,734.994567871094
"24/05/2018",21,1838,710.165893554688
"24/05/2018",22,1678,676.9111328125
"24/05/2018",23,1087,657.876037597656
"25/05/2018",0,831,289.333374023438
"25/05/2018",1,610,271.316833496094
"25/05/2018",2,437,250.652618408203
"25/05/2018",3,286,176.32991027832
"25/05/2018",4,188,105.039680480957
"25/05/2018",5,201,88.0273132324219
"25/05/2018",6,531,154.558563232422
"25/05/2018",7,1250,739.183898925781
"25/05/2018",8,1996,898.566284179688
"25/05/2018",9,1121,616.830749511719
"25/05/2018",10,819,617.3251953125
"25/05/2018",11,959,661.952514648438
"25/05/2018",12,1082,662.430725097656
"25/05/2018",13,1106,694.010620117188
"25/05/2018",14,1161,707.196472167969
"25/05/2018",15,1306,709.500183105469
"25/05/2018",16,1533,703.630859375
"25/05/2018",17,2013,777.388549804688
"25/05/2018",18,2916,915.310363769531
"25/05/2018",19,2227,865.310852050781
"25/05/2018",20,1905,745.6328125
"25/05/2018",21,1740,708.043090820312
"25/05/2018",22,1630,679.194152832031
"25/05/2018",23,1209,659.669921875
"26/05/2018",0,987,294.372161865234
"26/05/2018",1,837,271.964202880859
"26/05/2018",2,572,248.117706298828
"26/05/2018",3,419,176.719497680664
"26/05/2018",4,232,118.059783935547
"26/05/2018",5,198,123.829498291016
"26/05/2018",6,299,160.002090454102
"26/05/2018",7,503,759.112670898438
"26/05/2018",8,763,894.061950683594
"26/05/2018",9,992,641.670471191406
"26/05/2018",10,1010,704.952270507812
"26/05/2018",11,1164,698.713195800781
"26/05/2018",12,1285,695.822326660156
"26/05/2018",13,1441,738.824890136719
"26/05/2018",14,1448,731.021667480469
"26/05/2018",15,1575,751.789123535156
"26/05/2018",16,1690,756.684692382812
"26/05/2018",17,1886,846.922485351562
"26/05/2018",18,2020,985.46337890625
"26/05/2018",19,1985,923.995300292969
"26/05/2018",20,1909,787.865844726562
"26/05/2018",21,1851,767.979553222656
"26/05/2018",22,1683,749.409545898438
"26/05/2018",23,1330,712.252624511719
"27/05/2018",0,1089,312.190948486328
"27/05/2018",1,799,284.699432373047
"27/05/2018",2,555,254.864608764648
"27/05/2018",3,423,184.837524414062
"27/05/2018",4,208,113.482727050781
"27/05/2018",5,174,218.794387817383
"27/05/2018",6,234,162.234420776367
"27/05/2018",7,341,982.661376953125
"27/05/2018",8,608,904.320129394531
"27/05/2018",9,762,549.475524902344
"27/05/2018",10,821,594.087280273438
"27/05/2018",11,1004,620.204040527344
"27/05/2018",12,1404,714.134948730469
"27/05/2018",13,1579,727.114868164062
"27/05/2018",14,1730,735.464477539062
"27/05/2018",15,2019,748.117431640625
"27/05/2018",16,2242,748.6142578125
"27/05/2018",17,2307,747.613891601562
"27/05/2018",18,2267,918.785339355469
"27/05/2018",19,2207,894.506652832031
"27/05/2018",20,2044,751.052185058594
"27/05/2018",21,1729,703.888977050781
"27/05/2018",22,1374,689.252990722656
"27/05/2018",23,1071,654.562377929688
"28/05/2018",0,770,295.959747314453
"28/05/2018",1,440,272.825805664062
"28/05/2018",2,335,250.089111328125
"28/05/2018",3,185,179.236877441406
"28/05/2018",4,134,210.533065795898
"28/05/2018",5,247,221.781967163086
"28/05/2018",6,641,275.498168945312
"28/05/2018",7,1502,984.967468261719
"28/05/2018",8,2194,921.364440917969
"28/05/2018",9,1131,736.397155761719
"28/05/2018",10,828,771.005432128906
"28/05/2018",11,986,799.603759765625
"28/05/2018",12,1139,813.919738769531
"28/05/2018",13,1124,804.234985351562
"28/05/2018",14,1128,814.160095214844
"28/05/2018",15,1258,807.894287109375
"28/05/2018",16,1497,801.062133789062
"28/05/2018",17,2060,864.08349609375
"28/05/2018",18,3245,990.501892089844
"28/05/2018",19,2656,920.9619140625
"28/05/2018",20,2252,803.263793945312
"28/05/2018",21,2140,759.759582519531
"28/05/2018",22,1881,752.69189453125
"28/05/2018",23,1247,721.694519042969
"29/05/2018",0,841,153.180999755859
"29/05/2018",1,721,140.261825561523
"29/05/2018",2,466,106.741409301758
"29/05/2018",3,285,183.179992675781
"29/05/2018",4,204,118.556694030762
"29/05/2018",5,252,129.329727172852
"29/05/2018",6,625,172.324462890625
"29/05/2018",7,1427,778.432678222656
"29/05/2018",8,2234,963.984985351562
"29/05/2018",9,1192,739.88916015625
"29/05/2018",10,893,756.507873535156
"29/05/2018",11,949,780.264953613281
"29/05/2018",12,1184,803.9267578125
"29/05/2018",13,1103,808.57177734375
"29/05/2018",14,1174,810.688354492188
"29/05/2018",15,1234,839.33544921875
"29/05/2018",16,1592,825.900573730469
"29/05/2018",17,2022,886.094543457031
"29/05/2018",18,2154,973.293640136719
"29/05/2018",19,477,910.229858398438
"29/05/2018",20,422,632.529541015625
"29/05/2018",21,1041,603.894470214844
"29/05/2018",22,1121,631.24853515625
"29/05/2018",23,742,596.887390136719
"30/05/2018",0,507,317.018859863281
"30/05/2018",1,570,300.157897949219
"30/05/2018",2,422,275.931457519531
"30/05/2018",3,238,200.692260742188
"30/05/2018",4,167,125.20938873291
"30/05/2018",5,239,131.747955322266
"30/05/2018",6,505,166.602188110352
"30/05/2018",7,1150,617.208862304688
"30/05/2018",8,1937,802.266906738281
"30/05/2018",9,1200,693.949829101562
"30/05/2018",10,916,729.649719238281
"30/05/2018",11,975,787.343017578125
"30/05/2018",12,1187,801.04736328125
"30/05/2018",13,1134,795.353454589844
"30/05/2018",14,1119,807.451110839844
"30/05/2018",15,1280,807.190673828125
"30/05/2018",16,1571,799.316101074219
"30/05/2018",17,2166,836.840393066406
"30/05/2018",18,3251,976.0185546875
"30/05/2018",19,2650,883.047607421875
"30/05/2018",20,2224,721.946899414062
"30/05/2018",21,2074,672.220947265625
"30/05/2018",22,1732,615.355163574219
"30/05/2018",23,1158,552.627990722656
"31/05/2018",0,844,297.377777099609
"31/05/2018",1,610,273.241790771484
"31/05/2018",2,470,254.459609985352
"31/05/2018",3,328,181.669021606445
"31/05/2018",4,188,115.091751098633
"31/05/2018",5,265,114.192077636719
"31/05/2018",6,646,155.424926757812
"31/05/2018",7,1401,749.864501953125
"31/05/2018",8,2281,915.542785644531
"31/05/2018",9,1277,683.275268554688
"31/05/2018",10,936,705.737731933594
"31/05/2018",11,979,737.783874511719
"31/05/2018",12,1134,748.177429199219
"31/05/2018",13,1151,764.263549804688
"31/05/2018",14,1164,780.062255859375
"31/05/2018",15,1280,793.262451171875
"31/05/2018",16,1550,803.547180175781
"31/05/2018",17,2047,892.8310546875
"31/05/2018",18,3119,1013.72003173828
"31/05/2018",19,2534,751.420227050781
"31/05/2018",20,2164,811.718627929688
"31/05/2018",21,2070,766.006774902344
"31/05/2018",22,1900,741.119567871094
"31/05/2018",23,1343,700.942016601562
"01/06/2018",0,963,315.980163574219
"01/06/2018",1,776,295.327545166016
"01/06/2018",2,554,273.118103027344
"01/06/2018",3,366,198.235961914062
"01/06/2018",4,265,121.618087768555
"01/06/2018",5,306,133.685256958008
"01/06/2018",6,672,172.46174621582
"01/06/2018",7,1421,807.067016601562
"01/06/2018",8,2149,952.309753417969
"01/06/2018",9,1219,734.627502441406
"01/06/2018",10,862,765.553100585938
"01/06/2018",11,1036,773.264587402344
"01/06/2018",12,1076,785.612060546875
"01/06/2018",13,1093,788.788208007812
"01/06/2018",14,1071,802.788452148438
"01/06/2018",15,1235,840.825500488281
"01/06/2018",16,1488,838.718566894531
"01/06/2018",17,2123,906.12060546875
"01/06/2018",18,3088,1022.68200683594
"01/06/2018",19,2505,932.8505859375
"01/06/2018",20,2163,811.782775878906
"01/06/2018",21,2066,777.524475097656
"01/06/2018",22,1991,751.443298339844
"01/06/2018",23,1440,733.35888671875
"02/06/2018",0,1165,308.379150390625
"02/06/2018",1,989,292.781280517578
"02/06/2018",2,677,257.092163085938
"02/06/2018",3,475,182.629425048828
"02/06/2018",4,312,114.149063110352
"02/06/2018",5,264,120.173896789551
"02/06/2018",6,342,159.569763183594
"02/06/2018",7,560,797.787963867188
"02/06/2018",8,898,945.269409179688
"02/06/2018",9,1005,710.983337402344
"02/06/2018",10,1044,649.433532714844
"02/06/2018",11,1094,755.209167480469
"02/06/2018",12,1253,755.062438964844
"02/06/2018",13,1334,769.014343261719
"02/06/2018",14,1396,775.84423828125
"02/06/2018",15,1535,787.123352050781
"02/06/2018",16,1707,798.514953613281
"02/06/2018",17,2025,860.014526367188
"02/06/2018",18,2246,991.96142578125
"02/06/2018",19,2337,898.002075195312
"02/06/2018",20,2338,781.130432128906
"02/06/2018",21,2238,743.475280761719
"02/06/2018",22,1969,737.189147949219
"02/06/2018",23,1490,724.337829589844
"03/06/2018",0,1248,300.019958496094
"03/06/2018",1,902,285.084991455078
"03/06/2018",2,673,253.267181396484
"03/06/2018",3,437,182.723373413086
"03/06/2018",4,294,113.63451385498
"03/06/2018",5,193,121.991966247559
"03/06/2018",6,228,167.61296081543
"03/06/2018",7,423,833.744934082031
"03/06/2018",8,659,939.783874511719
"03/06/2018",9,831,712.522338867188
"03/06/2018",10,938,723.381408691406
"03/06/2018",11,977,733.038024902344
"03/06/2018",12,1134,760.435485839844
"03/06/2018",13,1393,769.303649902344
"03/06/2018",14,1399,783.930480957031
"03/06/2018",15,1556,787.516906738281
"03/06/2018",16,1834,810.153991699219
"03/06/2018",17,2131,892.072570800781
"03/06/2018",18,2349,1020.01434326172
"03/06/2018",19,2514,922.411010742188
"03/06/2018",20,2460,800.903259277344
"03/06/2018",21,2173,764.402893066406
"03/06/2018",22,1741,747.707885742188
"03/06/2018",23,1274,728.40478515625
"04/06/2018",0,938,299.252899169922
"04/06/2018",1,596,279.354034423828
"04/06/2018",2,351,257.128784179688
"04/06/2018",3,244,181.81526184082
"04/06/2018",4,172,119.667060852051
"04/06/2018",5,299,127.206817626953
"04/06/2018",6,742,174.116058349609
"04/06/2018",7,1505,823.118530273438
"04/06/2018",8,2287,941.236633300781
"04/06/2018",9,1243,692.774536132812
"04/06/2018",10,970,709.833374023438
"04/06/2018",11,1008,721.16015625
"04/06/2018",12,1152,739.684997558594
"04/06/2018",13,1085,751.509887695312
"04/06/2018",14,1148,797.845581054688
"04/06/2018",15,1249,808.42822265625
"04/06/2018",16,1671,806.691101074219
"04/06/2018",17,2190,881.332153320312
"04/06/2018",18,3380,999.815002441406
"04/06/2018",19,2788,980.413513183594
"04/06/2018",20,2508,789.228515625
"04/06/2018",21,2377,779.958679199219
"04/06/2018",22,2000,744.981018066406
"04/06/2018",23,1354,703.797546386719
"05/06/2018",0,927,308.455810546875
"05/06/2018",1,742,295.925964355469
"05/06/2018",2,448,272.47021484375
"05/06/2018",3,314,205.330993652344
"05/06/2018",4,214,129.672409057617
"05/06/2018",5,282,135.010101318359
"05/06/2018",6,733,175.448501586914
"05/06/2018",7,1602,824.366088867188
"05/06/2018",8,2322,970.471923828125
"05/06/2018",9,1344,749.012573242188
"05/06/2018",10,959,764.230529785156
"05/06/2018",11,974,766.439453125
"05/06/2018",12,1111,770.812622070312
"05/06/2018",13,1058,770.019897460938
"05/06/2018",14,1120,788.334594726562
"05/06/2018",15,1250,776.250366210938
"05/06/2018",16,1434,791.886596679688
"05/06/2018",17,2115,868.955932617188
"05/06/2018",18,3227,1022.02557373047
"05/06/2018",19,2615,927.762756347656
"05/06/2018",20,2346,807.008666992188
"05/06/2018",21,2404,791.007751464844
"05/06/2018",22,2237,759.919250488281
"05/06/2018",23,1646,754.495666503906
"06/06/2018",0,1268,308.745635986328
"06/06/2018",1,1031,286.338470458984
"06/06/2018",2,792,257.773193359375
"06/06/2018",3,562,178.038223266602
"06/06/2018",4,332,104.448257446289
"06/06/2018",5,218,119.602630615234
"06/06/2018",6,351,145.171325683594
"06/06/2018",7,536,711.10498046875
"06/06/2018",8,799,840.025390625
"06/06/2018",9,925,662.060241699219
"06/06/2018",10,1087,692.508056640625
"06/06/2018",11,1152,728.818603515625
"06/06/2018",12,1400,742.239318847656
"06/06/2018",13,1444,740.21630859375
"06/06/2018",14,1603,739.147277832031
"06/06/2018",15,1674,746.119812011719
"06/06/2018",16,1940,762.070678710938
"06/06/2018",17,2104,833.692687988281
"06/06/2018",18,2162,982.369140625
"06/06/2018",19,2163,876.579040527344
"06/06/2018",20,2145,722.562927246094
"06/06/2018",21,1935,651.494995117188
"06/06/2018",22,1624,604.230346679688
"06/06/2018",23,1251,569.405456542969
"07/06/2018",0,978,319.414031982422
"07/06/2018",1,606,291.537109375
"07/06/2018",2,418,280.463470458984
"07/06/2018",3,275,197.253494262695
"07/06/2018",4,191,124.153526306152
"07/06/2018",5,288,128.676498413086
"07/06/2018",6,716,166.356552124023
"07/06/2018",7,1551,623.240295410156
"07/06/2018",8,2317,848.094360351562
"07/06/2018",9,1342,702.317260742188
"07/06/2018",10,914,733.539001464844
"07/06/2018",11,967,756.2490234375
"07/06/2018",12,1099,781.066528320312
"07/06/2018",13,1071,785.278747558594
"07/06/2018",14,1116,788.571228027344
"07/06/2018",15,1171,794.497741699219
"07/06/2018",16,1442,821.49609375
"07/06/2018",17,2002,912.527282714844
"07/06/2018",18,3221,1032.75463867188
"07/06/2018",19,2649,934.496887207031
"07/06/2018",20,2278,800.928283691406
"07/06/2018",21,2161,731.957580566406
"07/06/2018",22,1939,715.140380859375
"07/06/2018",23,1290,673.507141113281
"08/06/2018",0,926,313.300933837891
"08/06/2018",1,769,291.898712158203
"08/06/2018",2,525,262.100402832031
"08/06/2018",3,365,190.045471191406
"08/06/2018",4,255,127.65633392334
"08/06/2018",5,299,137.66438293457
"08/06/2018",6,744,174.423980712891
"08/06/2018",7,1544,767.057861328125
"08/06/2018",8,2348,971.529968261719
"08/06/2018",9,1283,746.193054199219
"08/06/2018",10,1002,781.591064453125
"08/06/2018",11,1095,784.9501953125
"08/06/2018",12,1256,787.392944335938
"08/06/2018",13,1314,804.842529296875
"08/06/2018",14,1249,817.431640625
"08/06/2018",15,1416,816.569458007812
"08/06/2018",16,1668,830.536254882812
"08/06/2018",17,2314,897.846618652344
"08/06/2018",18,3309,1038.1162109375
"08/06/2018",19,2797,948.111694335938
"08/06/2018",20,2476,785.049987792969
"08/06/2018",21,2337,705.150390625
"08/06/2018",22,2140,682.864013671875
"08/06/2018",23,1672,647.224853515625
"09/06/2018",0,1247,321.216552734375
"09/06/2018",1,1029,304.756317138672
"09/06/2018",2,732,279.520843505859
"09/06/2018",3,535,204.006561279297
"09/06/2018",4,352,129.119293212891
"09/06/2018",5,262,134.739044189453
"09/06/2018",6,381,171.391082763672
"09/06/2018",7,616,799.807739257812
"09/06/2018",8,963,972.302001953125
"09/06/2018",9,1102,782.369079589844
"09/06/2018",10,1156,798.251342773438
"09/06/2018",11,1200,809.402954101562
"09/06/2018",12,1462,822.520935058594
"09/06/2018",13,1583,835.023986816406
"09/06/2018",14,1744,828.930053710938
"09/06/2018",15,1890,848.621276855469
"09/06/2018",16,2297,841.477478027344
"09/06/2018",17,2355,895.599548339844
"09/06/2018",18,1934,1123.18981933594
"09/06/2018",19,1058,1006.32904052734
"09/06/2018",20,246,807.9814453125
"09/06/2018",21,225,762.268249511719
"09/06/2018",22,776,716.954345703125
"09/06/2018",23,766,711.819396972656
"10/06/2018",0,483,316.340698242188
"10/06/2018",1,375,273.631134033203
"10/06/2018",2,162,266.378875732422
"10/06/2018",3,150,205.044372558594
"10/06/2018",4,174,131.742965698242
"10/06/2018",5,138,128.041137695312
"10/06/2018",6,216,172.860504150391
"10/06/2018",7,313,702.354675292969
"10/06/2018",8,619,976.086975097656
"10/06/2018",9,786,752.102783203125
"10/06/2018",10,942,767.539672851562
"10/06/2018",11,1074,787.589599609375
"10/06/2018",12,1442,790.985717773438
"10/06/2018",13,1752,807.542053222656
"10/06/2018",14,1985,834.227661132812
"10/06/2018",15,2182,840.350463867188
"10/06/2018",16,2333,854.320373535156
"10/06/2018",17,2431,912.713500976562
"10/06/2018",18,2367,1006.52685546875
"10/06/2018",19,2267,981.171264648438
"10/06/2018",20,2300,806.915832519531
"10/06/2018",21,2026,779.034606933594
"10/06/2018",22,1634,748.91162109375
"10/06/2018",23,1191,725.746032714844
"11/06/2018",0,918,311.341644287109
"11/06/2018",1,555,286.972625732422
"11/06/2018",2,353,259.78515625
"11/06/2018",3,232,186.628570556641
"11/06/2018",4,194,121.505271911621
"11/06/2018",5,324,128.378555297852
"11/06/2018",6,807,175.393295288086
"11/06/2018",7,1629,847.0556640625
"11/06/2018",8,2375,980.240234375
"11/06/2018",9,1307,747.026977539062
"11/06/2018",10,992,775.115051269531
"11/06/2018",11,1107,806.991394042969
"11/06/2018",12,1204,815.556884765625
"11/06/2018",13,1033,813.885681152344
"11/06/2018",14,1075,809.123168945312
"11/06/2018",15,1240,837.886169433594
"11/06/2018",16,1220,844.90576171875
"11/06/2018",17,1475,863.633850097656
"11/06/2018",18,1491,843.179077148438
"11/06/2018",19,873,748.997436523438
"11/06/2018",20,1280,673.718688964844
"11/06/2018",21,1647,667.125549316406
"11/06/2018",22,1117,675.777221679688
"11/06/2018",23,384,538.294067382812
"12/06/2018",0,470,298.011779785156
"12/06/2018",1,454,294.390380859375
"12/06/2018",2,385,272.972290039062
"12/06/2018",3,206,206.266006469727
"12/06/2018",4,144,133.155960083008
"12/06/2018",5,296,140.895065307617
"12/06/2018",6,740,177.256713867188
"12/06/2018",7,1573,800.047180175781
"12/06/2018",8,2495,977.679260253906
"12/06/2018",9,1317,770.677673339844
"12/06/2018",10,971,773.4501953125
"12/06/2018",11,1092,797.419067382812
"12/06/2018",12,1202,818.140686035156
"12/06/2018",13,1215,825.907104492188
