"Test.not.NA.test.row.index..1.","Test.not.NA.test.row.index..3.","Test[not.NA.test.row.index, 2]","predict"
"26/04/2018",21,1447,411.214508678993
"26/04/2018",22,1146,410.131861547023
"26/04/2018",23,851,375.937833912251
"27/04/2018",0,663,272.478578578263
"27/04/2018",1,562,274.561050549651
"27/04/2018",2,361,270.483264768378
"27/04/2018",3,258,230.470975796876
"27/04/2018",4,140,207.010401735521
"27/04/2018",5,170,220.593251732502
"27/04/2018",6,427,210.048572093809
"27/04/2018",7,1129,438.489655606162
"27/04/2018",8,1922,467.756025259229
"27/04/2018",9,985,391.606587366331
"27/04/2018",10,789,393.565009279316
"27/04/2018",11,986,415.122401106239
"27/04/2018",12,1142,434.331804908082
"27/04/2018",13,1133,459.958151020708
"27/04/2018",14,1115,469.599401860762
"27/04/2018",15,1253,483.726788531295
"27/04/2018",16,1446,482.155914290359
"27/04/2018",17,1877,481.416279053094
"27/04/2018",18,2577,553.414608510161
"27/04/2018",19,1812,526.369993000922
"27/04/2018",20,1499,445.657206650761
"27/04/2018",21,1362,395.194926608138
"27/04/2018",22,1278,407.040061252333
"27/04/2018",23,975,367.490387671082
"28/04/2018",0,777,277.657333839862
"28/04/2018",1,672,295.039463373158
"28/04/2018",2,522,286.628581355359
"28/04/2018",3,325,258.832550167384
"28/04/2018",4,166,243.967485154272
"28/04/2018",5,152,231.689400298572
"28/04/2018",6,230,225.498681356711
"28/04/2018",7,376,399.036981809266
"28/04/2018",8,647,444.253873605588
"28/04/2018",9,795,387.078574620225
"28/04/2018",10,808,408.590760481239
"28/04/2018",11,1000,447.72421778756
"28/04/2018",12,1278,454.458987491889
"28/04/2018",13,1404,464.45139838854
"28/04/2018",14,1597,472.307200875728
"28/04/2018",15,1875,487.443757468898
"28/04/2018",16,1945,486.280419554161
"28/04/2018",17,2043,510.40583091073
"28/04/2018",18,1882,564.225738315708
"28/04/2018",19,1590,555.509345268481
"28/04/2018",20,1435,553.530252359888
"28/04/2018",21,1351,445.696800528405
"28/04/2018",22,1165,432.503718179948
"28/04/2018",23,905,383.303879562313
"29/04/2018",0,790,277.792075074193
"29/04/2018",1,554,271.644687702429
"29/04/2018",2,425,251.757881985232
"29/04/2018",3,263,229.748536560765
"29/04/2018",4,183,217.540746503871
"29/04/2018",5,138,228.125376106653
"29/04/2018",6,183,347.618170492795
"29/04/2018",7,307,421.796109756332
"29/04/2018",8,485,460.200818529769
"29/04/2018",9,716,403.659061088976
"29/04/2018",10,787,440.360836942095
"29/04/2018",11,1060,445.01403465584
"29/04/2018",12,1375,440.751745610762
"29/04/2018",13,1635,436.599080786408
"29/04/2018",14,1814,441.847362876462
"29/04/2018",15,2019,463.525367711954
"29/04/2018",16,2044,478.881148720827
"29/04/2018",17,2094,508.62913868646
"29/04/2018",18,1950,572.378476410947
"29/04/2018",19,1712,563.484877807396
"29/04/2018",20,1485,447.275305609095
"29/04/2018",21,1382,449.313845219722
"29/04/2018",22,1128,452.663575425957
"29/04/2018",23,820,378.348736333146
"30/04/2018",0,569,283.821634656472
"30/04/2018",1,362,262.969422600928
"30/04/2018",2,246,256.5162579509
"30/04/2018",3,157,233.183407549152
"30/04/2018",4,132,220.026417360521
"30/04/2018",5,185,215.606900069702
"30/04/2018",6,397,217.643728646112
"30/04/2018",7,1075,413.255810292032
"30/04/2018",8,1791,450.108974754133
"30/04/2018",9,983,405.062670599973
"30/04/2018",10,742,381.770998862649
"30/04/2018",11,901,382.458035899686
"30/04/2018",12,1094,406.20189544003
"30/04/2018",13,1019,439.21624617899
"30/04/2018",14,1055,442.180674102377
"30/04/2018",15,1168,453.504540238506
"30/04/2018",16,1344,447.120448310729
"30/04/2018",17,1706,460.625856941752
"30/04/2018",18,2558,526.376373209256
"30/04/2018",19,2064,521.67901878442
"30/04/2018",20,1703,384.619456699881
"30/04/2018",21,1711,389.937895247576
"30/04/2018",22,1456,382.333523737909
"30/04/2018",23,1044,362.860362681111
"01/05/2018",0,782,282.582598305085
"01/05/2018",1,705,270.052889103697
"01/05/2018",2,534,260.575921113039
"01/05/2018",3,343,231.602520040812
"01/05/2018",4,187,217.075226278449
"01/05/2018",5,166,217.899090531298
"01/05/2018",6,306,213.963724542338
"01/05/2018",7,614,290.039818472336
"01/05/2018",8,1067,348.297354483588
"01/05/2018",9,1024,354.583279752147
"01/05/2018",10,1002,337.945266759964
"01/05/2018",11,1117,344.326355036237
"01/05/2018",12,1315,365.120576266396
"01/05/2018",13,1493,355.753810906789
"01/05/2018",14,1536,369.58299697705
"01/05/2018",15,1639,378.684233956217
"01/05/2018",16,1759,386.337457649158
"01/05/2018",17,1898,410.114367800261
"01/05/2018",18,2082,445.741321909846
"01/05/2018",19,1696,443.241256805679
"01/05/2018",20,1656,372.761152848187
"01/05/2018",21,1644,363.82715633255
"01/05/2018",22,1400,362.204067182117
"01/05/2018",23,855,352.378905425655
"02/05/2018",0,612,294.540163352193
"02/05/2018",1,413,297.806688075539
"02/05/2018",2,245,272.393103118319
"02/05/2018",3,170,246.08535947209
"02/05/2018",4,93,227.499820934236
"02/05/2018",5,76,200.022829546967
"02/05/2018",6,67,193.49516177011
"02/05/2018",7,102,198.26214904333
"02/05/2018",8,555,320.129737760487
"02/05/2018",9,609,295.459769691467
"02/05/2018",10,486,366.88367015443
"02/05/2018",11,206,413.876793352897
"02/05/2018",12,63,216.596193415468
"02/05/2018",13,327,275.166883239616
"02/05/2018",14,376,348.037631174602
"02/05/2018",15,143,315.211570906745
"02/05/2018",16,400,314.45966231606
"02/05/2018",17,813,378.43342256134
"02/05/2018",18,518,411.507730757357
"02/05/2018",19,131,290.106859061929
"02/05/2018",20,123,250.743875489681
"02/05/2018",21,327,265.811815345656
"02/05/2018",22,299,377.394879503398
"02/05/2018",23,294,258.201864148396
"03/05/2018",0,361,257.439213913345
"03/05/2018",1,323,254.607902801415
"03/05/2018",2,251,253.310287629044
"03/05/2018",3,156,233.723879413159
"03/05/2018",4,109,223.083779539075
"03/05/2018",5,163,219.049703043826
"03/05/2018",6,469,292.1284275454
"03/05/2018",7,1160,422.787595506145
"03/05/2018",8,1946,475.668595013693
"03/05/2018",9,1061,420.462745818768
"03/05/2018",10,762,405.432699249634
"03/05/2018",11,794,431.787516957967
"03/05/2018",12,871,432.241490345042
"03/05/2018",13,516,433.29215766275
"03/05/2018",14,367,430.478143329042
"03/05/2018",15,590,431.832431149184
"03/05/2018",16,911,477.295411216702
"03/05/2018",17,1421,482.514379612239
"03/05/2018",18,2310,555.253986676518
"03/05/2018",19,1663,531.185236676518
"03/05/2018",20,1401,520.733706635418
"03/05/2018",21,1388,416.008469711623
"03/05/2018",22,1202,416.210788440898
"03/05/2018",23,832,390.372599537251
"04/05/2018",0,624,278.129490036597
"04/05/2018",1,480,270.827103377032
"04/05/2018",2,352,255.512005856153
"04/05/2018",3,224,218.680768273392
"04/05/2018",4,138,210.575056775308
"04/05/2018",5,186,209.291611289675
"04/05/2018",6,521,202.822226055681
"04/05/2018",7,1260,435.607579858547
"04/05/2018",8,2041,485.881894143608
"04/05/2018",9,1155,435.202565990937
"04/05/2018",10,864,430.712933781748
"04/05/2018",11,1021,445.90985935953
"04/05/2018",12,1206,455.358657787892
"04/05/2018",13,1222,461.623580452034
"04/05/2018",14,1266,478.416470287892
"04/05/2018",15,1323,496.719408510565
"04/05/2018",16,1501,489.7963434013
"04/05/2018",17,1857,502.399320494063
"04/05/2018",18,2661,559.519843429345
"04/05/2018",19,1890,569.243446955822
"04/05/2018",20,1389,521.986165569713
"04/05/2018",21,1298,418.424094711623
"04/05/2018",22,1256,402.530916476013
"04/05/2018",23,935,380.929660724693
"05/05/2018",0,796,265.772654944605
"05/05/2018",1,716,264.337903827688
"05/05/2018",2,508,247.543125962961
"05/05/2018",3,392,225.257058039443
"05/05/2018",4,252,208.724087906277
"05/05/2018",5,190,214.727988891789
"05/05/2018",6,247,327.182590205325
"05/05/2018",7,352,463.540662538734
"05/05/2018",8,579,494.982243378855
"05/05/2018",9,759,427.0004865069
"05/05/2018",10,877,442.376709666301
"05/05/2018",11,1024,457.944027374634
"05/05/2018",12,1258,468.669534366889
"05/05/2018",13,1408,487.322841658556
"05/05/2018",14,1669,489.764117700223
"05/05/2018",15,1837,501.884832526111
"05/05/2018",16,1223,494.043324235742
"05/05/2018",17,2014,523.143851044414
"05/05/2018",18,1929,578.154478146363
"05/05/2018",19,1753,558.365545170107
"05/05/2018",20,1562,403.394004784533
"05/05/2018",21,1551,398.991362248528
"05/05/2018",22,1360,408.034196711859
"05/05/2018",23,1097,374.711983316753
"06/05/2018",0,733,269.745134979716
"06/05/2018",1,181,274.627303317546
"06/05/2018",2,74,231.410684641933
"06/05/2018",3,43,205.097117615276
"06/05/2018",4,16,196.863938794481
"06/05/2018",5,11,192.804074899041
"06/05/2018",6,7,188.816542961148
"06/05/2018",7,16,288.266553124258
"06/05/2018",8,16,334.311152487109
"06/05/2018",9,12,305.982706090861
"06/05/2018",10,13,300.716272500529
"06/05/2018",11,10,286.480926576972
"06/05/2018",12,71,304.033901190155
"06/05/2018",13,211,396.79396260787
"06/05/2018",14,384,476.821647197331
"06/05/2018",15,770,512.943214983099
"06/05/2018",16,1482,495.727407513383
"06/05/2018",17,1737,496.792856610394
"06/05/2018",18,1848,544.253754318212
"06/05/2018",19,1639,549.296927138268
"06/05/2018",20,1526,490.360528099601
"06/05/2018",21,1450,397.964445018248
"06/05/2018",22,1290,409.050685343849
"06/05/2018",23,1016,386.57726635262
"07/05/2018",0,778,263.279210832234
"07/05/2018",1,609,261.957773182076
"07/05/2018",2,404,257.501993935281
"07/05/2018",3,249,241.636605424933
"07/05/2018",4,185,230.099909330229
"07/05/2018",5,170,225.711629678667
"07/05/2018",6,221,299.590460680906
"07/05/2018",7,389,429.187003929701
"07/05/2018",8,600,437.358123666658
"07/05/2018",9,737,452.580222105545
"07/05/2018",10,895,431.628026970258
"07/05/2018",11,1167,456.680473707199
"07/05/2018",12,1414,483.113361651836
"07/05/2018",13,1665,485.317099451247
"07/05/2018",14,1970,480.723219242913
"07/05/2018",15,2191,477.818889256843
"07/05/2018",16,2213,497.03721336383
"07/05/2018",17,2392,520.113606478402
"07/05/2018",18,2268,581.097577104696
"07/05/2018",19,1664,553.928249783203
"07/05/2018",20,1912,506.935262154111
"07/05/2018",21,1717,403.380191674996
"07/05/2018",22,1336,372.782587107664
"07/05/2018",23,994,367.614901017633
"08/05/2018",0,712,286.239033359034
"08/05/2018",1,430,270.158105642996
"08/05/2018",2,287,237.528848771629
"08/05/2018",3,194,206.796212781781
"08/05/2018",4,155,198.797504849089
"08/05/2018",5,200,200.591026370316
"08/05/2018",6,555,323.318374245503
"08/05/2018",7,1280,467.461440068496
"08/05/2018",8,1976,494.151509561891
"08/05/2018",9,1128,450.190311655709
"08/05/2018",10,792,454.105148186366
"08/05/2018",11,956,454.509445061366
"08/05/2018",12,1135,467.65219059708
"08/05/2018",13,1117,484.452711430413
"08/05/2018",14,1096,494.716513513747
"08/05/2018",15,1267,502.296167902676
"08/05/2018",16,1457,497.815231576858
"08/05/2018",17,2020,509.557693657383
"08/05/2018",18,2142,552.869513224063
"08/05/2018",19,2241,565.408067491536
"08/05/2018",20,1726,527.599553256958
"08/05/2018",21,1513,416.08828775266
"08/05/2018",22,1283,405.161635852579
"08/05/2018",23,767,374.053281625904
"09/05/2018",0,552,252.904416772204
"09/05/2018",1,34,245.815864417063
"09/05/2018",2,245,236.222062914257
"09/05/2018",3,187,217.039567864199
"09/05/2018",4,114,201.810308668534
"09/05/2018",5,203,209.095372798285
"09/05/2018",6,556,331.72768914935
"09/05/2018",7,1333,446.541988719064
"09/05/2018",8,2068,487.697863728558
"09/05/2018",9,928,445.145861964775
"09/05/2018",10,954,453.485269714144
"09/05/2018",11,1015,468.189371276644
"09/05/2018",12,1242,475.901396326247
"09/05/2018",13,1188,502.404767901835
"09/05/2018",14,1186,507.005288735169
"09/05/2018",15,1324,501.863294038557
"09/05/2018",16,1603,506.894109014822
"09/05/2018",17,2034,518.87818633593
"09/05/2018",18,3130,575.072495414923
"09/05/2018",19,2405,556.002238718494
"09/05/2018",20,1979,508.235981542214
"09/05/2018",21,1940,400.375194994644
"09/05/2018",22,1602,403.5071033625
"09/05/2018",23,1073,380.575328839743
"10/05/2018",0,0,242.195954209548
"10/05/2018",1,0,247.897424035259
"10/05/2018",2,0,256.223652476003
"10/05/2018",3,0,246.713396912867
"10/05/2018",4,0,230.399133190868
"10/05/2018",5,0,233.220945397001
"10/05/2018",6,0,307.149701226147
"10/05/2018",7,0,452.101340689165
"10/05/2018",8,0,472.98760543036
"10/05/2018",9,0,405.915928777558
"10/05/2018",10,0,405.151496414492
"10/05/2018",11,0,406.957268983937
"10/05/2018",12,0,443.442765222363
"10/05/2018",13,0,448.640084104618
"10/05/2018",14,0,446.949459104617
"10/05/2018",15,0,457.778485617164
"10/05/2018",16,0,451.708531228972
"10/05/2018",17,0,476.221445564549
"10/05/2018",18,0,530.621685709256
"10/05/2018",19,0,525.625129350502
"10/05/2018",20,0,464.457355977042
"10/05/2018",21,0,394.111779640053
"10/05/2018",22,0,395.265537080529
"10/05/2018",23,0,375.716112290785
"11/05/2018",0,724,281.474169853114
"11/05/2018",1,565,276.343335997929
"11/05/2018",2,378,268.594581912962
"11/05/2018",3,252,244.782124822967
"11/05/2018",4,154,226.368262474649
"11/05/2018",5,223,228.272185990974
"11/05/2018",6,486,280.386513852426
"11/05/2018",7,1156,386.685273529482
"11/05/2018",8,1881,430.6023077377
"11/05/2018",9,850,419.145731966056
"11/05/2018",10,816,401.720437106697
"11/05/2018",11,972,392.472691570982
"11/05/2018",12,1161,427.981292475287
"11/05/2018",13,1177,440.377592505155
"11/05/2018",14,1174,440.403225345657
"11/05/2018",15,1295,457.90254061053
"11/05/2018",16,1496,437.001083679739
"11/05/2018",17,1863,498.754291485889
"11/05/2018",18,2701,556.515540849831
"11/05/2018",19,1999,561.640890722992
"11/05/2018",20,941,412.207291708409
"11/05/2018",21,1644,411.194790509321
"11/05/2018",22,1556,410.29342507665
"11/05/2018",23,1185,397.28875541343
"12/05/2018",0,862,276.706237521055
"12/05/2018",1,669,266.345497108669
"12/05/2018",2,416,262.045630780761
"12/05/2018",3,358,231.698410975501
"12/05/2018",4,207,209.914056223052
"12/05/2018",5,70,209.089570292004
"12/05/2018",6,37,209.473840978672
"12/05/2018",7,43,397.702512455971
"12/05/2018",8,20,329.833628081297
"12/05/2018",9,16,234.558563207134
"12/05/2018",10,6,268.539756503505
"12/05/2018",11,18,248.613714836839
"12/05/2018",12,11,264.832595045172
"12/05/2018",13,19,275.54279469795
"12/05/2018",14,22,276.844574211839
"12/05/2018",15,17,273.432985670172
"12/05/2018",16,34,284.492035149339
"12/05/2018",17,24,315.633753010154
"12/05/2018",18,22,331.803401545114
"12/05/2018",19,29,258.548411367501
"12/05/2018",20,29,250.221915940419
"12/05/2018",21,25,246.827254482086
"12/05/2018",22,30,238.529017367638
"12/05/2018",23,50,257.307398002563
"13/05/2018",0,145,215.72140771499
"13/05/2018",1,178,213.489903216884
"13/05/2018",2,189,224.352347048583
"13/05/2018",3,141,153.885996391218
"13/05/2018",4,83,162.300878727073
"13/05/2018",5,72,158.160322867347
"13/05/2018",6,139,258.685146664926
"13/05/2018",7,220,365.839576043425
"13/05/2018",8,397,372.397098799649
"13/05/2018",9,579,352.076887748412
"13/05/2018",10,716,385.063085665079
"13/05/2018",11,993,438.336467361508
"13/05/2018",12,1434,442.273478931142
"13/05/2018",13,1839,441.879470951529
"13/05/2018",14,2055,432.297135602067
"13/05/2018",15,2329,452.509282988196
"13/05/2018",16,2379,457.819733622253
"13/05/2018",17,2410,486.909611283484
"13/05/2018",18,2338,531.886892339046
"13/05/2018",19,2023,539.541120750696
"13/05/2018",20,1714,464.868526481428
"13/05/2018",21,1571,396.309730984484
"13/05/2018",22,1155,389.961594105102
"13/05/2018",23,814,345.783974450151
"14/05/2018",0,581,273.809031914015
"14/05/2018",1,377,258.255912832576
"14/05/2018",2,241,241.674228440069
"14/05/2018",3,167,205.041415729133
"14/05/2018",4,121,203.351055438382
"14/05/2018",5,199,210.031928150085
"14/05/2018",6,552,248.630439132875
"14/05/2018",7,1251,376.239440196148
"14/05/2018",8,1997,423.698052457029
"14/05/2018",9,1106,438.637355780508
"14/05/2018",10,779,401.984042686726
"14/05/2018",11,946,408.721208566596
"14/05/2018",12,1095,415.85572356503
"14/05/2018",13,1051,428.902083518734
"14/05/2018",14,1124,433.6765626854
"14/05/2018",15,1171,437.415728300696
"14/05/2018",16,1433,431.3596561276
"14/05/2018",17,1891,462.921642154614
"14/05/2018",18,2906,538.464469001233
"14/05/2018",19,2236,516.019012032877
"14/05/2018",20,1965,494.836300270123
"14/05/2018",21,1885,372.702461556479
"14/05/2018",22,1648,373.402588480666
"14/05/2018",23,1071,351.809312077256
"15/05/2018",0,764,290.329941998026
"15/05/2018",1,563,285.648766879742
"15/05/2018",2,372,279.564103481194
"15/05/2018",3,241,255.034232279631
"15/05/2018",4,170,246.842609827433
"15/05/2018",5,182,239.010902850231
"15/05/2018",6,562,271.812911958962
"15/05/2018",7,1239,391.634954537854
"15/05/2018",8,2059,446.389853250314
"15/05/2018",9,1148,380.473424157262
"15/05/2018",10,832,413.401365226609
"15/05/2018",11,944,435.621974533483
"15/05/2018",12,1058,452.802624400338
"15/05/2018",13,1080,473.057369770708
"15/05/2018",14,1092,474.316289041541
"15/05/2018",15,1210,483.285295506843
"15/05/2018",16,1458,480.609587715788
"15/05/2018",17,1951,500.572993900235
"15/05/2018",18,2915,560.613957468495
"15/05/2018",19,2248,546.024790417048
"15/05/2018",20,1958,402.229955567987
"15/05/2018",21,1944,391.841960240317
"15/05/2018",22,1640,395.851382588802
"15/05/2018",23,848,370.895822353772
"16/05/2018",0,662,281.589863633078
"16/05/2018",1,502,271.149222042329
"16/05/2018",2,145,237.873587009391
"16/05/2018",3,166,206.042855971055
"16/05/2018",4,124,231.692197498348
"16/05/2018",5,52,233.328868928995
"16/05/2018",6,135,185.96625552011
"16/05/2018",7,367,275.842266158884
"16/05/2018",8,291,359.377938858029
"16/05/2018",9,97,261.712399565333
"16/05/2018",10,81,256.981227857672
"16/05/2018",11,243,299.44296964432
"16/05/2018",12,59,376.793590584061
"16/05/2018",13,151,274.877221613944
"16/05/2018",14,248,373.08636402156
"16/05/2018",15,240,346.287156844245
"16/05/2018",16,223,337.90472411855
"16/05/2018",17,304,309.665936169876
"16/05/2018",18,562,369.993104093195
"16/05/2018",19,404,371.325955226436
"16/05/2018",20,338,199.8914160401
"16/05/2018",21,398,203.9871191651
"16/05/2018",22,399,236.161927787064
"16/05/2018",23,225,238.912538825516
"17/05/2018",0,118,183.872644694157
"17/05/2018",1,144,220.755528216884
"17/05/2018",2,78,208.186873958305
"17/05/2018",3,38,161.246830707256
"17/05/2018",4,51,192.384299543135
"17/05/2018",5,54,218.633647436018
"17/05/2018",6,69,216.627565897538
"17/05/2018",7,80,193.522257534696
"17/05/2018",8,152,338.831897681077
"17/05/2018",9,28,280.551326218056
"17/05/2018",10,141,296.080009407747
"17/05/2018",11,182,272.115928378505
"17/05/2018",12,467,338.635494558797
"17/05/2018",13,592,479.820540426498
"17/05/2018",14,352,462.751542972078
"17/05/2018",15,186,299.19670094795
"17/05/2018",16,102,365.390836644969
"17/05/2018",17,131,300.716912732376
"17/05/2018",18,431,338.967231530233
"17/05/2018",19,29,293.762783541096
"17/05/2018",20,17,226.39382778177
"17/05/2018",21,18,238.270620901388
"17/05/2018",22,26,238.416800400343
"17/05/2018",23,35,243.308598771588
"18/05/2018",0,129,224.962358235823
"18/05/2018",1,116,219.080072487717
"18/05/2018",2,48,216.871695386877
"18/05/2018",3,47,199.183792150147
"18/05/2018",4,22,186.086716829634
"18/05/2018",5,29,201.915218983739
"18/05/2018",6,77,208.462852355871
"18/05/2018",7,210,297.086755447976
"18/05/2018",8,400,352.05076640632
"18/05/2018",9,427,287.939496086838
"18/05/2018",10,454,343.119148753117
"18/05/2018",11,352,330.458458797043
"18/05/2018",12,185,346.851200181601
"18/05/2018",13,509,346.497777544908
"18/05/2018",14,697,437.840707399537
"18/05/2018",15,906,470.052574959061
"18/05/2018",16,1182,477.866587721095
"18/05/2018",17,1551,490.304236493431
"18/05/2018",18,2261,530.167237437727
"18/05/2018",19,1751,537.949282996336
"18/05/2018",20,1386,480.364422057206
"18/05/2018",21,1263,407.679153848716
"18/05/2018",22,1221,398.507177031674
"18/05/2018",23,864,365.483463560365
"19/05/2018",0,689,248.632033339665
"19/05/2018",1,676,268.58390040046
"19/05/2018",2,526,255.250912759122
"19/05/2018",3,320,239.002554709217
"19/05/2018",4,213,228.645397543466
"19/05/2018",5,198,213.375377398026
"19/05/2018",6,234,326.235621841657
"19/05/2018",7,436,470.370700104455
"19/05/2018",8,766,493.030676228558
"19/05/2018",9,932,445.273431075352
"19/05/2018",10,1051,451.414169763747
"19/05/2018",11,1290,454.892257561366
"19/05/2018",12,1573,471.614430180413
"19/05/2018",13,1865,490.448023930413
"19/05/2018",14,2128,486.6639362288
"19/05/2018",15,2268,507.273381444343
"19/05/2018",16,2479,501.679703412863
"19/05/2018",17,2355,524.436602291943
"19/05/2018",18,2439,562.595020461071
"19/05/2018",19,2140,555.987152157499
"19/05/2018",20,1872,533.071327281443
"19/05/2018",21,1780,443.052237148417
"19/05/2018",22,1595,430.732761701989
"19/05/2018",23,1169,406.87697146118
"20/05/2018",0,986,254.643046844186
"20/05/2018",1,713,251.89643254231
"20/05/2018",2,473,247.358638758519
"20/05/2018",3,347,214.664468650686
"20/05/2018",4,205,207.506588633225
"20/05/2018",5,160,200.056496613388
"20/05/2018",6,190,318.601734049762
"20/05/2018",7,341,435.023296875853
"20/05/2018",8,524,485.758890671386
"20/05/2018",9,676,454.473822032492
"20/05/2018",10,899,453.336679328087
"20/05/2018",11,1013,453.18337059334
"20/05/2018",12,1313,459.000591578279
"20/05/2018",13,1559,495.416077532276
"20/05/2018",14,1680,486.020567565833
"20/05/2018",15,1999,484.341489858408
"20/05/2018",16,2143,502.392526714236
"20/05/2018",17,2310,520.778495718482
"20/05/2018",18,2403,583.405239595777
"20/05/2018",19,2145,581.998573215283
"20/05/2018",20,1846,555.036261375858
"20/05/2018",21,1636,469.256640158105
"20/05/2018",22,1325,451.626035386328
"20/05/2018",23,943,419.817284724764
"21/05/2018",0,666,259.510254512819
"21/05/2018",1,420,253.462775812755
"21/05/2018",2,262,242.171443612313
"21/05/2018",3,165,226.01421343715
"21/05/2018",4,113,224.465082328012
"21/05/2018",5,200,220.893322586893
"21/05/2018",6,467,324.204983864183
"21/05/2018",7,1135,458.877657879753
"21/05/2018",8,1785,499.536344362648
"21/05/2018",9,1118,457.736747132165
"21/05/2018",10,962,459.236365385006
"21/05/2018",11,1129,452.753552885006
"21/05/2018",12,1373,488.408036131002
"21/05/2018",13,1456,499.170653318502
"21/05/2018",14,1483,502.982477075223
"21/05/2018",15,1612,508.4132307747
"21/05/2018",16,1820,491.298945134663
"21/05/2018",17,2214,517.910358010511
"21/05/2018",18,3069,568.215780385161
"21/05/2018",19,2450,526.549429384851
"21/05/2018",20,2167,516.054995870915
"21/05/2018",21,2065,399.551021556605
"21/05/2018",22,1832,373.435139240136
"21/05/2018",23,1273,360.262702625432
"22/05/2018",0,957,267.314227080816
"22/05/2018",1,810,268.309389760915
"22/05/2018",2,590,272.757791517451
"22/05/2018",3,406,233.877943213901
"22/05/2018",4,248,224.193156432195
"22/05/2018",5,182,225.186417536754
"22/05/2018",6,277,283.529064539848
"22/05/2018",7,443,372.536982827479
"22/05/2018",8,694,396.935799530696
"22/05/2018",9,912,365.617856982736
"22/05/2018",10,1119,360.916088516827
"22/05/2018",11,1438,359.162083573887
"22/05/2018",12,1798,384.6511889375
"22/05/2018",13,2000,385.30245950544
"22/05/2018",14,1407,394.102965020146
"22/05/2018",15,163,386.246061213162
"22/05/2018",16,86,345.9537824002
"22/05/2018",17,50,331.890566254366
"22/05/2018",18,30,266.446014331942
"22/05/2018",19,45,269.188806370632
"22/05/2018",20,30,294.720001823155
"22/05/2018",21,58,285.299103385655
"22/05/2018",22,29,300.649666125866
"22/05/2018",23,18,215.416132301043
"23/05/2018",0,32,207.340483235823
"23/05/2018",1,25,208.587819883551
"23/05/2018",2,34,208.082251562472
"23/05/2018",3,43,200.500069775506
"23/05/2018",4,59,217.470626382206
"23/05/2018",5,152,224.906284815261
"23/05/2018",6,436,293.732665206216
"23/05/2018",7,1241,473.933844974482
"23/05/2018",8,2035,495.358675976535
"23/05/2018",9,1125,434.869394617018
"23/05/2018",10,871,442.78457741599
"23/05/2018",11,1012,443.031213690922
"23/05/2018",12,1216,473.289534003422
"23/05/2018",13,1167,485.112468394667
"23/05/2018",14,1183,491.605198429389
"23/05/2018",15,1332,515.499136841587
"23/05/2018",16,1563,502.756333231954
"23/05/2018",17,2069,514.223524967841
"23/05/2018",18,3123,547.205090701021
"23/05/2018",19,2454,529.092788759851
"23/05/2018",20,2001,514.501000572663
"23/05/2018",21,1833,404.161060908245
"23/05/2018",22,1588,396.856795962561
"23/05/2018",23,1080,392.510141542756
"24/05/2018",0,778,282.782625669431
"24/05/2018",1,578,263.090812013621
"24/05/2018",2,385,248.329312153664
"24/05/2018",3,265,224.601634158809
"24/05/2018",4,161,216.538582254459
"24/05/2018",5,205,221.084183770343
"24/05/2018",6,530,325.877011602857
"24/05/2018",7,1390,457.373629344064
"24/05/2018",8,2081,483.172798624391
"24/05/2018",9,1226,427.904943746749
"24/05/2018",10,880,447.652993829227
"24/05/2018",11,922,469.744781866557
"24/05/2018",12,1087,478.868232283556
"24/05/2018",13,1078,482.867937144667
"24/05/2018",14,1059,479.577477075223
"24/05/2018",15,1174,508.018390764747
"24/05/2018",16,1455,494.261411356954
"24/05/2018",17,1863,506.139053726899
"24/05/2018",18,2825,555.151835492688
"24/05/2018",19,2334,566.406312379209
"24/05/2018",20,1902,544.546071592069
"24/05/2018",21,1838,423.134300302833
"24/05/2018",22,1678,415.700762399231
"24/05/2018",23,1087,379.514993353272
"25/05/2018",0,831,270.568622481539
"25/05/2018",1,610,264.246724005036
"25/05/2018",2,437,260.835234923079
"25/05/2018",3,286,235.31431804844
"25/05/2018",4,188,225.658512135603
"25/05/2018",5,201,243.841384988525
"25/05/2018",6,531,337.087679516251
"25/05/2018",7,1250,439.538757020569
"25/05/2018",8,1996,466.797610545687
"25/05/2018",9,1121,407.361218463277
"25/05/2018",10,819,466.17538082489
"25/05/2018",11,959,473.746300963779
"25/05/2018",12,1082,469.458068931283
"25/05/2018",13,1106,486.537756431283
"25/05/2018",14,1161,502.770210858367
"25/05/2018",15,1306,517.645786936284
"25/05/2018",16,1533,509.073035409984
"25/05/2018",17,2013,527.59983022722
"25/05/2018",18,2916,571.15321326541
"25/05/2018",19,2227,542.602753551444
"25/05/2018",20,1905,540.419596374578
"25/05/2018",21,1740,427.60186602704
"25/05/2018",22,1630,419.786981109519
"25/05/2018",23,1209,381.866408946912
"26/05/2018",0,987,281.355140935701
"26/05/2018",1,837,275.651161545767
"26/05/2018",2,572,253.99046972527
"26/05/2018",3,419,222.163140254879
"26/05/2018",4,232,231.101285573103
"26/05/2018",5,198,230.890249802662
"26/05/2018",6,299,321.260075349585
"26/05/2018",7,503,419.871035814496
"26/05/2018",8,763,450.577740902114
"26/05/2018",9,992,414.449499713277
"26/05/2018",10,1010,434.211463290532
"26/05/2018",11,1164,439.284873243314
"26/05/2018",12,1285,452.380749400338
"26/05/2018",13,1441,480.716289041541
"26/05/2018",14,1448,469.930166538792
"26/05/2018",15,1575,478.154140681833
"26/05/2018",16,1690,488.296604394526
"26/05/2018",17,1886,504.939807198085
