Date,Rented.Bike.Count,Hour,Temperature,Humidity,Wind.speed,Visibility,Dew.point.temperature,Solar.Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning.Day,RF,XGBoost,Cubist
07/01/2018,40,5,-5.6,58,0.7,1350,-12.5,0,0,0,4,1,1,74.09424977,40.10500336,50.25823593
07/01/2018,38,6,-5.5,52,0.7,1503,-13.8,0,0,0,4,1,1,88.39396571,91.17350006,89.71936798
07/01/2018,60,7,-5.6,58,0.9,1368,-12.5,0,0,0,4,1,1,159.4988374,188.6646881,180.1821442
07/01/2018,122,8,-5.3,53,1.1,1411,-13.4,0,0,0,4,1,1,264.2920641,324.0598145,356.6668091
07/01/2018,143,9,-3.8,49,1.6,1371,-12.9,0.18,0,0,4,1,1,225.2110111,262.5501099,270.0592651
07/01/2018,179,10,-1.8,40,1.8,1555,-13.6,0.48,0,0,4,1,1,222.0871056,226.0617676,236.7584076
07/01/2018,214,11,0.5,35,1.4,1558,-13.2,0.75,0,0,4,1,1,251.5402337,251.7840271,267.0020752
07/01/2018,278,12,1.1,34,0.9,1455,-13,0.6,0,0,4,1,1,284.8464729,292.5537109,277.4645081
07/01/2018,265,13,1.4,34,0.8,1394,-12.7,0.5,0,0,4,1,1,285.5163627,277.1665955,286.5084839
07/01/2018,331,14,1.9,32,0.7,1368,-13,0.41,0,0,4,1,1,311.8165327,297.9875793,297.6650085
07/01/2018,368,15,2.7,31,0.9,1603,-12.7,0.43,0,0,4,1,1,329.532723,316.8544922,326.7499695
07/01/2018,333,16,2.6,32,1,1381,-12.4,0.27,0,0,4,1,1,338.0579242,310.6426697,300.546814
07/01/2018,349,17,2.3,33,0.2,1515,-12.3,0.13,0,0,4,1,1,355.8644558,352.4413452,319.6069336
07/01/2018,270,18,1.8,34,1.2,1518,-12.4,0,0,0,4,1,1,330.7077294,396.0314941,369.0428467
07/01/2018,246,19,1.6,35,1,1419,-12.2,0,0,0,4,1,1,293.6119316,271.7015991,284.3248901
07/01/2018,233,20,1.3,38,0.4,1386,-11.4,0,0,0,4,1,1,257.9423203,228.2856293,239.6313934
07/01/2018,236,21,1.2,39,0.6,1378,-11.2,0,0,0,4,1,1,267.1012285,312.1343994,252.4729614
07/01/2018,214,22,1.1,40,0.5,1305,-11,0,0,0,4,1,1,287.214795,254.2541962,250.750061
07/01/2018,149,23,1.1,39,0.6,1422,-11.3,0,0,0,4,1,1,217.5005805,175.8778534,200.1570282
08/01/2018,149,0,0.9,42,1.1,1271,-10.5,0,0,0,4,1,1,182.4738842,204.8286591,186.9411774
08/01/2018,109,1,0.9,42,0.2,1333,-10.5,0,0,0,4,1,1,169.9909757,184.0938873,149.9828644
08/01/2018,77,2,0.8,42,0.5,1275,-10.6,0,0,0,4,1,1,121.4139032,108.2491684,129.4788361
08/01/2018,53,3,0.9,43,0.4,1261,-10.2,0,0,0,4,1,1,92.67307957,61.04546356,83.6315155
08/01/2018,46,4,1,43,0.8,1253,-10.2,0,0,0,4,1,1,83.88414026,63.69416809,54.63918686
08/01/2018,67,5,0.8,42,1,1394,-10.6,0,0,0,4,1,1,93.82932121,79.70743561,93.89922333
08/01/2018,159,6,0.8,45,0.7,1268,-9.8,0,0,0,4,1,1,135.2748028,147.9065094,158.9105072
08/01/2018,374,7,0.7,44,0.8,1357,-10.1,0,0,0,4,1,1,364.0611052,362.1213684,396.9781189
08/01/2018,701,8,0.7,45,0.7,1339,-9.9,0,0,0,4,1,1,512.9703559,593.8421021,601.8543091
08/01/2018,387,9,0.8,47,0.9,1070,-9.2,0.05,0,0,4,1,1,386.7909297,388.5523376,404.7182922
08/01/2018,253,10,1.3,43,0.8,971,-9.9,0.16,0,0,4,1,1,292.5432879,302.6687012,323.5509338
08/01/2018,278,11,1.7,37,0.6,1062,-11.4,0.23,0,0,4,1,1,296.1836602,304.8744812,266.8854675
08/01/2018,356,12,2.7,33,2.7,1281,-12,0.6,0,0,4,1,1,327.3576809,319.1835022,304.986084
08/01/2018,303,13,3,32,1.6,1518,-12.1,0.38,0,0,4,1,1,319.0464309,310.2922363,343.0755615
08/01/2018,349,14,3.4,31,1.4,1267,-12.1,0.36,0,0,4,1,1,330.3028154,308.3574829,314.6751404
08/01/2018,318,15,3.9,33,1.8,1293,-10.9,0.39,0,0,4,1,1,368.1886178,381.0072632,366.1982422
08/01/2018,353,16,3.5,36,1.7,1702,-10.2,0.16,0,0,4,1,1,402.5553989,429.5140686,433.7094116
08/01/2018,385,17,2.7,50,2.8,1957,-6.7,0.06,0,0,4,1,1,421.5530801,434.8268738,433.2404785
08/01/2018,316,18,1.5,70,2.5,638,-3.3,0,0,0,4,1,1,343.0298854,384.5827332,377.8421631
08/01/2018,127,19,0.9,88,1.6,290,-0.8,0,0,0.5,4,1,1,163.9220312,156.9140167,157.1598053
08/01/2018,144,20,1,89,1.9,407,-0.6,0,0,1,4,1,1,156.2367286,137.3500519,193.4933319
08/01/2018,146,21,0.7,77,6.7,692,-2.8,0,0.9,1,4,1,1,165.3830366,147.0601654,152.1799011
08/01/2018,149,22,0.1,68,4.6,740,-5.1,0,0,1,4,1,1,191.7150478,242.4754944,175.7282104
08/01/2018,112,23,-0.6,62,4.2,936,-6.9,0,0,1,4,1,1,157.4753879,120.0540619,158.6834259
09/01/2018,100,0,-1.2,67,4.6,983,-6.5,0,0,1,4,1,1,117.181021,112.0266418,119.0905457
09/01/2018,107,1,-1.9,69,5,791,-6.8,0,0,1,4,1,1,116.1188732,129.7224426,99.814888
09/01/2018,75,2,-2.9,66,3.3,1515,-8.3,0,0,1,4,1,1,91.04056797,79.91249084,94.48532867
09/01/2018,52,3,-3.4,67,3.2,1420,-8.6,0,0,0.9,4,1,1,73.68912976,73.47135925,86.74816132
09/01/2018,38,4,-4.3,59,4.4,1451,-11.1,0,0,0.9,4,1,1,65.70245909,47.71169281,58.70795441
09/01/2018,52,5,-5.1,48,3.2,1821,-14.4,0,0,0.9,4,1,1,74.4572467,61.4318161,76.33177948
09/01/2018,126,6,-5.6,52,3.7,1785,-13.9,0,0,0.9,4,1,1,102.6920512,121.1755295,102.5502396
09/01/2018,245,7,-5.9,57,3.1,1686,-13,0,0,0.8,4,1,1,244.2905849,247.0789948,291.6954346
09/01/2018,554,8,-6,64,3.2,1384,-11.7,0,0,0.7,4,1,1,350.2216869,480.0493774,418.4906006
09/01/2018,320,9,-6,61,2.5,1547,-12.3,0.13,0,0.6,4,1,1,246.4333699,245.4182587,282.9512634
09/01/2018,190,10,-4.8,57,3,1559,-12,0.47,0,0.5,4,1,1,201.4936635,165.3914948,244.7900848
09/01/2018,247,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5,4,1,1,230.1068865,230.5987549,236.9076996
09/01/2018,262,12,-2.7,45,2.4,1707,-13,1.05,0,0.4,4,1,1,246.8974345,253.7584076,251.783783
09/01/2018,265,13,-2.6,45,4,1663,-12.9,1.11,0,0.3,4,1,1,254.3888526,259.6971741,269.875824
09/01/2018,265,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2,4,1,1,266.6948581,279.0029602,303.1510315
09/01/2018,257,15,-2.4,51,4.6,1458,-11.1,0.46,0,0,4,1,1,273.5711566,256.9358215,291.523407
09/01/2018,262,16,-2.4,56,3.3,1541,-9.9,0.35,0,0,4,1,1,273.440536,262.8104858,288.8383179
09/01/2018,332,17,-2.9,66,3.6,743,-8.3,0.23,0,0,4,1,1,314.125628,336.9477234,288.4695435
09/01/2018,558,18,-3.8,58,1.7,1996,-10.8,0.01,0,0,4,1,1,455.6053284,511.6436768,475.6100769
09/01/2018,364,19,-4.5,57,0.6,2000,-11.7,0,0,0,4,1,1,306.906161,340.563385,356.223999
09/01/2018,302,20,-4.9,59,0.6,1992,-11.6,0,0,0,4,1,1,248.1208911,250.4354706,256.6221924
09/01/2018,281,21,-4.8,59,0.9,2000,-11.6,0,0,0,4,1,1,254.0531373,255.7363129,246.401062
09/01/2018,166,22,-4.2,67,1.6,503,-9.4,0,0,0,4,1,1,199.4551408,178.8598633,157.9421234
09/01/2018,80,23,-4.9,80,0.7,690,-7.8,0,0,0.2,4,1,1,126.3822506,91.28266144,102.2421875
10/01/2018,61,0,-5.2,82,0.8,152,-7.7,0,0.5,0.5,4,1,1,77.52545296,45.19483185,102.4374695
10/01/2018,78,1,-5.6,75,1.7,1982,-9.3,0,0,0.8,4,1,1,99.79017617,106.7809143,94.12983704
10/01/2018,63,2,-5.7,72,1.2,1925,-9.9,0,0,0.8,4,1,1,89.67513422,96.13967133,90.75771332
10/01/2018,40,3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8,4,1,1,62.39895695,68.82033539,56.88557816
10/01/2018,31,4,-6.6,72,2.2,2000,-10.8,0,0,0.8,4,1,1,54.16875012,38.09976959,23.70629692
10/01/2018,39,5,-7.3,75,1.6,2000,-10.9,0,0,0.8,4,1,1,55.1658625,28.61912537,32.28697205
10/01/2018,84,6,-7.7,74,1.1,2000,-11.5,0,0,0.8,4,1,1,77.94787643,80.35656738,60.18040466
10/01/2018,158,7,-8,70,1.8,2000,-12.5,0,0,0.7,4,1,1,202.005169,155.725769,234.558197
10/01/2018,387,8,-7.9,67,2.6,1896,-12.9,0,0,0.7,4,1,1,329.7482322,389.1689148,403.0940247
10/01/2018,225,9,-7.7,62,3.6,1637,-13.7,0.13,0,0.7,4,1,1,248.1465888,241.6998291,266.1441956
10/01/2018,150,10,-6.9,53,3.2,1576,-14.8,0.52,0,0.6,4,1,1,198.2632135,158.3840027,190.1424103
10/01/2018,168,11,-6.4,49,4.5,1759,-15.3,0.86,0,0.5,4,1,1,189.4270957,193.3078461,188.4218903
10/01/2018,217,12,-5.6,44,4.5,1830,-15.9,1.1,0,0.5,4,1,1,203.3743142,211.1121368,197.469101
10/01/2018,207,13,-5.1,43,4.7,1901,-15.7,1.18,0,0.4,4,1,1,206.9194965,213.7349548,204.4933777
10/01/2018,177,14,-5.3,37,5.3,2000,-17.7,1.05,0,0.3,4,1,1,203.2291072,204.6807861,207.8063812
10/01/2018,193,15,-5.3,33,4.8,2000,-19,0.99,0,0.3,4,1,1,196.4974524,186.0495758,205.027771
10/01/2018,196,16,-5.4,30,3.9,2000,-20.2,0.69,0,0.2,4,1,1,208.1406641,189.6221466,207.6051941
10/01/2018,266,17,-6.5,34,4,2000,-19.8,0.31,0,0,4,1,1,248.0209432,242.773407,240.3361359
10/01/2018,437,18,-7.8,32,4.5,2000,-21.6,0.02,0,0,4,1,1,350.4272387,371.6307983,296.8158264
10/01/2018,259,19,-8.5,35,2.9,2000,-21.2,0,0,0,4,1,1,226.6513383,243.9820099,199.1978455
10/01/2018,207,20,-8.9,41,2.3,2000,-19.7,0,0,0,4,1,1,197.5125198,202.9442749,184.3136902
10/01/2018,214,21,-9.4,47,2,2000,-18.6,0,0,0,4,1,1,202.3252478,215.9288177,205.1954498
10/01/2018,165,22,-9.7,51,2.8,2000,-17.9,0,0,0,4,1,1,188.6229106,199.4380341,170.1485291
10/01/2018,139,23,-10.2,53,3.3,1997,-17.9,0,0,0,4,1,1,170.2465578,116.0034943,130.8514404
11/01/2018,98,0,-10.3,54,2.4,1988,-17.8,0,0,0,4,1,1,114.9090512,107.411232,131.1102142
11/01/2018,100,1,-10.6,55,2.9,1987,-17.9,0,0,0,4,1,1,112.6494557,96.33023834,87.98760223
11/01/2018,89,2,-10.9,57,2.7,1900,-17.7,0,0,0,4,1,1,94.63585009,87.84480286,69.63779449
11/01/2018,38,3,-11.2,59,2.9,1872,-17.6,0,0,0,4,1,1,73.91358814,52.43243027,47.07788467
11/01/2018,33,4,-11.5,57,2.3,1899,-18.3,0,0,0,4,1,1,54.75802832,21.7353096,31.47349167
11/01/2018,42,5,-11.9,61,1.8,1759,-17.9,0,0,0,4,1,1,67.32048158,53.20156479,72.10755157
11/01/2018,82,6,-12,61,2.3,1709,-18,0,0,0,4,1,1,83.86832923,66.66581726,59.97418594
11/01/2018,203,7,-12.3,59,2.3,1738,-18.6,0,0,0,4,1,1,175.7737988,106.1636658,149.824646
11/01/2018,443,8,-12.6,61,1.6,1610,-18.5,0,0,0,4,1,1,349.3892906,427.4680786,344.1844788
11/01/2018,227,9,-12,53,2.6,1781,-19.6,0.16,0,0,4,1,1,210.8073318,157.9370728,145.0163116
11/01/2018,152,10,-11.1,46,3.7,1638,-20.4,0.48,0,0,4,1,1,166.3957229,156.2372437,161.583374
11/01/2018,146,11,-10.2,41,3.5,1629,-20.9,0.84,0,0,4,1,1,163.9546622,177.4983826,158.6522064
11/01/2018,187,12,-8.6,40,2.6,1700,-19.8,1.11,0,0,4,1,1,196.4602352,194.8044586,189.6946259
11/01/2018,178,13,-8.6,41,3.4,1593,-19.5,1.2,0,0,4,1,1,199.1694077,187.6525116,174.1786346
11/01/2018,187,14,-7.4,38,3.3,1718,-19.3,1.15,0,0,4,1,1,197.8449058,212.0659485,202.3789978
11/01/2018,181,15,-8.3,42,3.8,1745,-18.9,0.93,0,0,4,1,1,188.405725,197.311142,186.7949982
11/01/2018,179,16,-8.2,39,2.8,1807,-19.7,0.63,0,0,4,1,1,209.5209326,185.7920685,211.8799591
11/01/2018,219,17,-9.3,43,2.8,1900,-19.6,0.28,0,0,4,1,1,220.6566821,208.764679,269.2740173
11/01/2018,352,18,-10.4,43,2.3,1985,-20.6,0.02,0,0,4,1,1,321.729207,346.4206543,343.0041199
11/01/2018,251,19,-10.9,44,3,2000,-20.7,0,0,0,4,1,1,229.7162534,253.4256439,226.3876343
11/01/2018,177,20,-11.6,49,1.8,1953,-20.1,0,0,0,4,1,1,178.3202296,172.031601,177.6777954
11/01/2018,162,21,-12.4,51,2.2,1992,-20.4,0,0,0,4,1,1,182.740585,178.6357269,177.8546448
11/01/2018,172,22,-12.9,52,2.8,2000,-20.7,0,0,0,4,1,1,179.1329114,157.9786682,124.1818237
11/01/2018,119,23,-13.2,51,1.5,1972,-21.2,0,0,0,4,1,1,155.4430961,110.5372543,105.7174759
12/01/2018,105,0,-13.6,49,1.6,2000,-22,0,0,0,4,1,1,105.281135,104.9226532,113.0424652
12/01/2018,99,1,-13.7,47,3,2000,-22.6,0,0,0,4,1,1,100.5118058,100.1187973,89.57738495
12/01/2018,83,2,-13.8,43,2.6,2000,-23.7,0,0,0,4,1,1,82.14401871,81.93202209,66.73648071
12/01/2018,42,3,-14.1,45,1.8,2000,-23.4,0,0,0,4,1,1,59.71062032,50.73408127,41.36134338
12/01/2018,30,4,-14.3,45,2,2000,-23.6,0,0,0,4,1,1,54.44119543,35.26325226,33.36932755
12/01/2018,35,5,-14.6,45,1.1,2000,-23.9,0,0,0,4,1,1,58.48405725,30.33653069,47.54980087
12/01/2018,92,6,-14.9,45,2.3,2000,-24.2,0,0,0,4,1,1,82.95438538,80.40589905,77.46940613
12/01/2018,189,7,-15.1,45,0.9,2000,-24.4,0,0,0,4,1,1,214.0623721,195.2172852,193.6236115
12/01/2018,419,8,-15.1,44,1.2,2000,-24.6,0,0,0,4,1,1,332.5035108,413.243988,383.6942749
12/01/2018,196,9,-14.9,40,1.2,1999,-25.5,0.16,0,0,4,1,1,228.7631787,222.8654175,193.2645569
12/01/2018,119,10,-13,37,2.2,1960,-24.6,0.59,0,0,4,1,1,185.5633293,164.8316498,152.7115173
12/01/2018,140,11,-11.2,31,2.4,1944,-25,0.94,0,0,4,1,1,162.2153456,161.8677368,150.2920837
12/01/2018,178,12,-9.6,27,2,1945,-25.1,1.17,0,0,4,1,1,180.5877909,177.0970917,161.090744
12/01/2018,177,13,-8.2,29,2,1920,-23.1,1.19,0,0,4,1,1,184.6933048,178.809845,177.3708496
12/01/2018,173,14,-7.2,28,2.3,1990,-22.6,1.14,0,0,4,1,1,192.1342162,188.1558838,194.4758301
12/01/2018,177,15,-6.5,26,2.4,1987,-22.8,0.96,0,0,4,1,1,200.3796735,199.6649017,206.337616
12/01/2018,196,16,-5.8,21,1.1,2000,-24.6,0.66,0,0,4,1,1,230.3981335,220.980835,244.603775
12/01/2018,259,17,-6.5,22,1.5,2000,-24.7,0.28,0,0,4,1,1,251.7211763,261.1364746,275.3521729
12/01/2018,405,18,-7.5,28,2,2000,-22.9,0.02,0,0,4,1,1,369.4135555,384.2081604,368.1122131
12/01/2018,273,19,-8.2,32,1.1,2000,-22,0,0,0,4,1,1,275.6071516,305.1289063,341.9662476
12/01/2018,210,20,-7.9,31,1.4,2000,-22.1,0,0,0,4,1,1,204.6232567,194.2164764,219.8595428
12/01/2018,184,21,-7.4,33,1.4,2000,-20.9,0,0,0,4,1,1,204.6604834,222.7926025,227.9972382
12/01/2018,186,22,-6.9,39,1.6,2000,-18.5,0,0,0,4,1,1,193.3782847,209.5753632,193.9606628
12/01/2018,144,23,-6.7,36,1.3,1821,-19.3,0,0,0,4,1,1,173.7132999,150.5268555,176.5384369
13/01/2018,152,0,-6.6,39,1.6,1930,-18.2,0,0,0,4,1,1,147.2261864,160.9854126,164.5764465
13/01/2018,168,1,-6.5,45,0.5,1964,-16.4,0,0,0,4,1,1,158.7214102,177.0122833,160.9559021
13/01/2018,145,2,-6.4,40,0.9,2000,-17.8,0,0,0,4,1,1,136.0413128,142.1918335,150.820816
13/01/2018,77,3,-6.5,42,0.7,1996,-17.3,0,0,0,4,1,1,92.16992849,81.86537933,100.9946671
13/01/2018,47,4,-6.4,46,0.8,1993,-16.1,0,0,0,4,1,1,78.21590294,64.91835022,47.65445328
13/01/2018,40,5,-6.3,51,0.8,2000,-14.8,0,0,0,4,1,1,69.56043591,68.92203522,57.36597824
13/01/2018,42,6,-6.4,59,0.6,887,-13.1,0,0,0,4,1,1,93.42620568,84.99755859,102.1978455
13/01/2018,43,7,-6.5,68,0.6,571,-11.4,0,0,0,4,1,1,147.3814981,66.10187531,134.3925781
13/01/2018,67,8,-6.5,72,0.8,670,-10.7,0,0,0.2,4,1,1,161.4511195,144.3814545,222.4389954
13/01/2018,102,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,4,1,1,145.496881,100.2375336,56.88012314
13/01/2018,106,10,-5.5,72,0.7,1354,-9.7,0.29,0,0.6,4,1,1,143.04275,111.0139465,221.6941833
13/01/2018,133,11,-4.8,70,1,1244,-9.4,0.21,0,0.6,4,1,1,158.8716768,184.4909515,237.7106476
13/01/2018,174,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,4,1,1,185.0382566,188.6233978,190.8755493
13/01/2018,212,13,-2.5,62,1.4,1087,-8.7,0.66,0,0,4,1,1,282.0466709,277.5625916,279.0203857
13/01/2018,215,14,-1.8,62,0.7,936,-8.1,0.55,0,0,4,1,1,262.9758528,286.1027222,276.6629333
13/01/2018,251,15,-1.5,62,0.9,957,-7.8,0.28,0,0,4,1,1,276.4876867,284.7531738,265.8620911
13/01/2018,249,16,-1.2,63,0.9,876,-7.3,0.19,0,0,4,1,1,311.2827233,313.199707,300.5760803
13/01/2018,277,17,-1.4,68,1,761,-6.5,0.11,0,0,4,1,1,312.9033879,332.2901917,270.6408081
13/01/2018,223,18,-2.6,73,1,684,-6.7,0.01,0,0,4,1,1,270.8819698,318.8703918,271.8534851
13/01/2018,167,19,-3.3,76,0.8,633,-6.9,0,0,0,4,1,1,243.4469046,253.311554,183.8688202
13/01/2018,158,20,-3.9,78,1.1,596,-7.1,0,0,0,4,1,1,178.6515586,199.1435394,156.9228058
13/01/2018,156,21,-4.1,79,0.7,522,-7.2,0,0,0,4,1,1,168.8723415,167.1462097,144.8793335
13/01/2018,168,22,-4.3,81,0.4,435,-7,0,0,0,4,1,1,169.1094315,141.9033813,131.6117706
13/01/2018,131,23,-4.4,81,0.7,420,-7.1,0,0,0,4,1,1,146.4285516,98.84872437,109.9424515
14/01/2018,149,0,-4.4,81,0.7,414,-7.1,0,0,0,4,1,1,158.1096061,161.1876526,159.8571167
14/01/2018,150,1,-3.7,79,0.9,438,-6.8,0,0,0,4,1,1,163.4671884,152.7132874,141.4851837
14/01/2018,111,2,-3.5,78,1,444,-6.7,0,0,0,4,1,1,131.6373305,124.2346039,125.3481369
14/01/2018,79,3,-3.6,78,1.6,471,-6.8,0,0,0,4,1,1,100.6580456,69.48803711,87.11032867
14/01/2018,48,4,-4,79,1.2,453,-7.1,0,0,0,4,1,1,75.97507694,34.38989639,27.89004898
14/01/2018,29,5,-4.2,79,1.2,442,-7.3,0,0,0,4,1,1,78.90815086,33.60575485,31.53325462
14/01/2018,49,6,-4.3,79,1.1,433,-7.4,0,0,0,4,1,1,79.80961954,45.235569,35.87369919
14/01/2018,59,7,-4.4,80,1.4,411,-7.3,0,0,0,4,1,1,115.5534304,57.18712616,98.81381226
14/01/2018,81,8,-3.8,79,0.8,412,-6.9,0,0,0,4,1,1,170.3713371,226.6395569,192.612442
14/01/2018,118,9,-3.4,77,1.6,432,-6.8,0.12,0,0,4,1,1,250.1752617,224.8921051,217.017807
14/01/2018,134,10,-2.1,72,1.7,489,-6.4,0.34,0,0,4,1,1,194.753342,174.9622345,275.3014832
14/01/2018,174,11,-0.5,64,0.7,537,-6.4,0.49,0,0,4,1,1,272.5089231,299.2191162,243.6191864
14/01/2018,226,12,1.2,58,0.8,550,-6.1,0.74,0,0,4,1,1,298.4888218,302.5454407,285.5466309
14/01/2018,272,13,3,52,1.4,568,-5.9,0.9,0,0,4,1,1,320.929182,329.7008362,313.9841614
14/01/2018,304,14,3.7,53,0.6,592,-5,0.74,0,0,4,1,1,304.8502916,293.0357361,287.8208618
14/01/2018,353,15,4.6,50,0.9,824,-4.9,0.62,0,0,4,1,1,346.7536954,364.2633972,346.0380554
14/01/2018,366,16,5.3,49,1.8,982,-4.5,0.43,0,0,4,1,1,381.272388,398.1079102,381.0243835
14/01/2018,302,17,4.5,51,1.1,1244,-4.7,0.17,0,0,4,1,1,426.9851335,453.3279114,327.335907
14/01/2018,250,18,4.1,53,1.3,1132,-4.6,0,0,0,4,1,1,322.0155967,394.9214172,331.9784851
14/01/2018,208,19,3.9,54,1.1,1102,-4.5,0,0,0,4,1,1,290.2013129,298.2914124,289.8728638
14/01/2018,210,20,3.5,55,1,1100,-4.7,0,0,0,4,1,1,288.9063867,267.3959656,247.0039215
14/01/2018,213,21,3.1,58,0.4,936,-4.3,0,0,0,4,1,1,259.6777408,252.2532196,236.133316
14/01/2018,196,22,2.8,60,0.6,829,-4.2,0,0,0,4,1,1,250.613752,257.778595,216.971283
14/01/2018,144,23,2.7,60,0.6,794,-4.3,0,0,0,4,1,1,214.9733416,177.651535,187.0724792
15/01/2018,171,0,3,60,0.5,842,-4,0,0,0,4,1,1,184.7751479,168.5966492,208.8366699
15/01/2018,122,1,3,62,0.9,835,-3.5,0,0,0,4,1,1,173.4676215,170.5745087,162.0467987
15/01/2018,74,2,3.6,65,0.9,959,-2.3,0,0,0,4,1,1,129.7029152,83.93935394,132.9414063
15/01/2018,58,3,4.4,70,1.7,928,-0.6,0,0,0,4,1,1,97.40166011,67.30921936,103.8214798
15/01/2018,38,4,4.9,73,1.8,881,0.4,0,0,0,4,1,1,80.90971281,35.85284424,70.34864807
15/01/2018,55,5,5,76,1.9,808,1.1,0,0,0,4,1,1,117.0783629,45.70705414,101.2452087
15/01/2018,82,6,4.9,83,3,582,2.2,0,0,0,4,1,1,109.3188838,82.12029266,95.28469849
15/01/2018,209,7,4.4,87,1,357,2.4,0,0,0,4,1,1,184.6264295,186.3543549,122.4705048
15/01/2018,444,8,4.1,85,1.1,470,1.7,0,0,0,4,1,1,217.007611,282.3199463,243.0871582
15/01/2018,303,9,3.9,86,1.7,399,1.7,0.11,0.2,0,4,1,1,186.1885913,165.7857513,160.4074402
15/01/2018,212,10,4.2,82,2.2,560,1.3,0.22,0,0,4,1,1,207.1454518,169.740097,211.4450684
15/01/2018,254,11,4.7,75,2.3,533,0.6,0.54,0,0,4,1,1,263.5259788,250.7931671,263.3133545
15/01/2018,311,12,6.2,64,1.9,549,-0.1,0.79,0,0,4,1,1,309.8592169,321.3070984,298.1647339
15/01/2018,309,13,6.1,61,2.3,534,-0.8,0.91,0,0,4,1,1,320.3498563,284.589447,231.0971222
15/01/2018,306,14,7.1,52,2.1,646,-2.1,0.76,0,0,4,1,1,326.2294491,318.7275391,345.9697876
15/01/2018,349,15,7.4,38,1.7,817,-6,0.63,0,0,4,1,1,369.3292909,359.7763062,362.8170166
15/01/2018,365,16,7.5,37,0.9,813,-6.2,0.48,0,0,4,1,1,381.1102754,383.7971497,385.3686218
15/01/2018,455,17,6.5,40,0.8,804,-6.1,0.23,0,0,4,1,1,453.8374894,464.0952454,433.0305176
15/01/2018,555,18,5.2,44,1.3,647,-6,0,0,0,4,1,1,463.1450044,622.8825073,569.3224487
15/01/2018,444,19,4.4,53,1.2,538,-4.3,0,0,0,4,1,1,381.5504074,409.4666443,417.4958496
15/01/2018,321,20,3.7,58,1.3,474,-3.8,0,0,0,4,1,1,326.1598205,309.8461609,400.4953613
15/01/2018,334,21,3.4,59,0.8,471,-3.8,0,0,0,4,1,1,300.7323078,340.2780762,295.9984436
15/01/2018,333,22,3,61,1.6,460,-3.8,0,0,0,4,1,1,292.4618858,316.5799255,315.9287109
15/01/2018,230,23,2.4,63,0.6,443,-3.9,0,0,0,4,1,1,237.4184286,217.6785889,228.5343781
16/01/2018,212,0,1.8,67,1.2,387,-3.6,0,0,0,4,1,1,198.5147264,197.5888672,216.6376343
16/01/2018,207,1,1.2,64,0.7,455,-4.8,0,0,0,4,1,1,198.2054514,208.3898163,196.6831512
16/01/2018,141,2,0.5,72,0.7,385,-3.9,0,0,0,4,1,1,151.5585283,146.0099945,155.1452179
16/01/2018,81,3,0.3,70,0.6,438,-4.5,0,0,0,4,1,1,107.6916775,97.22218323,106.947876
16/01/2018,51,4,0.8,65,0.7,502,-5,0,0,0,4,1,1,93.06579625,66.91231537,55.86177826
16/01/2018,58,5,1.1,64,0.5,505,-4.9,0,0,0,4,1,1,90.20707863,61.40503311,81.67637634
16/01/2018,140,6,1.2,69,0.6,436,-3.8,0,0,0,4,1,1,126.3636275,121.1041336,139.9797974
16/01/2018,318,7,1.1,69,0.6,418,-3.9,0,0,0,4,1,1,297.7654684,308.1375732,349.2969971
16/01/2018,650,8,1.2,68,0.6,411,-4,0,0,0,4,1,1,377.3283507,459.015686,474.4313049
16/01/2018,376,9,1.9,65,0.8,402,-3.9,0.06,0,0,4,1,1,361.2649676,335.1712646,329.8745422
16/01/2018,221,10,2.7,60,0.5,392,-4.3,0.18,0,0,4,1,1,255.7117775,225.0659485,241.867218
16/01/2018,256,11,3.9,57,0.8,363,-3.8,0.28,0,0,4,1,1,282.6163794,253.2202148,253.3628082
16/01/2018,276,12,5.2,52,1.2,349,-3.8,0.45,0,0,4,1,1,307.7866023,278.6671753,298.3231506
16/01/2018,296,13,5.8,47,0.8,382,-4.6,0.53,0,0,4,1,1,328.5738025,290.0679932,295.0913391
16/01/2018,276,14,6.5,43,0.8,468,-5.2,0.52,0,0,4,1,1,312.2344741,285.9389954,304.6143799
16/01/2018,250,15,6.3,40,0.3,498,-6.3,0.19,0,0,4,1,1,325.2342407,267.7157288,305.4981079
16/01/2018,277,16,5.8,50,0.9,547,-3.8,0.11,0,0,4,1,1,419.4590355,507.6291809,449.6895447
16/01/2018,381,17,5.2,58,0.8,462,-2.4,0.08,0,0,4,1,1,424.4513942,453.7757568,474.1713867
16/01/2018,592,18,4.9,59,1.4,427,-2.4,0,0,0,4,1,1,493.1072642,598.166687,554.3660889
16/01/2018,409,19,4.6,57,1,432,-3.2,0,0,0,4,1,1,381.6159017,393.5337219,435.2609863
16/01/2018,332,20,4.5,58,0.8,383,-3,0,0,0,4,1,1,335.3128747,352.5116882,354.1003418
16/01/2018,342,21,4.3,56,0.7,434,-3.7,0,0,0,4,1,1,331.59886,348.580658,325.565979
