"Test[not.NA.test.row.index, 1]","Test[not.NA.test.row.index, 3]","Test[not.NA.test.row.index, 2]","predict(XGB, Test[not.NA.test.row.index, 2:14])"
"10/05/2018",18,0,704.576843261719
"10/05/2018",19,0,489.828430175781
"10/05/2018",20,0,538.911743164062
"10/05/2018",21,0,515.127990722656
"10/05/2018",22,0,526.806518554688
"10/05/2018",23,0,591.672729492188
"11/05/2018",0,724,353.161743164062
"11/05/2018",1,565,337.042724609375
"11/05/2018",2,378,311.564880371094
"11/05/2018",3,252,246.23014831543
"11/05/2018",4,154,216.245880126953
"11/05/2018",5,223,220.036468505859
"11/05/2018",6,486,242.178619384766
"11/05/2018",7,1156,304.801422119141
"11/05/2018",8,1881,462.143920898438
"11/05/2018",9,850,405.202301025391
"11/05/2018",10,816,378.882904052734
"11/05/2018",11,972,435.539154052734
"11/05/2018",12,1161,378.970428466797
"11/05/2018",13,1177,410.565826416016
"11/05/2018",14,1174,423.173675537109
"11/05/2018",15,1295,397.34130859375
"11/05/2018",16,1496,447.990478515625
"11/05/2018",17,1863,573.255554199219
"11/05/2018",18,2701,706.811767578125
"11/05/2018",19,1999,618.454040527344
"11/05/2018",20,941,620.919067382812
"11/05/2018",21,1644,601.030334472656
"11/05/2018",22,1556,619.834045410156
"11/05/2018",23,1185,561.451843261719
"12/05/2018",0,862,287.411254882812
"12/05/2018",1,669,295.205017089844
"12/05/2018",2,416,319.543243408203
"12/05/2018",3,358,245.099548339844
"12/05/2018",4,207,204.91520690918
"12/05/2018",5,70,205.71142578125
"12/05/2018",6,37,255.897445678711
"12/05/2018",7,43,455.348266601562
"12/05/2018",8,20,472.743286132812
"12/05/2018",9,16,344.461120605469
"12/05/2018",10,6,279.622711181641
"12/05/2018",11,18,306.924194335938
"12/05/2018",12,11,301.224884033203
"12/05/2018",13,19,358.410552978516
"12/05/2018",14,22,302.824188232422
"12/05/2018",15,17,323.120391845703
"12/05/2018",16,34,297.101745605469
"12/05/2018",17,24,360.572235107422
"12/05/2018",18,22,364.529327392578
"12/05/2018",19,29,367.162231445312
"12/05/2018",20,29,288.67724609375
"12/05/2018",21,25,292.534973144531
"12/05/2018",22,30,262.236999511719
"12/05/2018",23,50,341.660980224609
"13/05/2018",0,145,328.437377929688
"13/05/2018",1,178,320.537475585938
"13/05/2018",2,189,260.930023193359
"13/05/2018",3,141,203.984634399414
"13/05/2018",4,83,130.961624145508
"13/05/2018",5,72,176.623504638672
"13/05/2018",6,139,218.936950683594
"13/05/2018",7,220,381.805541992188
"13/05/2018",8,397,527.4365234375
"13/05/2018",9,579,317.131866455078
"13/05/2018",10,716,355.679382324219
"13/05/2018",11,993,485.941772460938
"13/05/2018",12,1434,511.563140869141
"13/05/2018",13,1839,483.106384277344
"13/05/2018",14,2055,466.195068359375
"13/05/2018",15,2329,478.635467529297
"13/05/2018",16,2379,507.532257080078
"13/05/2018",17,2410,516.333129882812
"13/05/2018",18,2338,744.992614746094
"13/05/2018",19,2023,581.259704589844
"13/05/2018",20,1714,478.134002685547
"13/05/2018",21,1571,575.206359863281
"13/05/2018",22,1155,537.593200683594
"13/05/2018",23,814,476.409454345703
"14/05/2018",0,581,362.158874511719
"14/05/2018",1,377,329.534637451172
"14/05/2018",2,241,266.752380371094
"14/05/2018",3,167,210.475036621094
"14/05/2018",4,121,172.146209716797
"14/05/2018",5,199,177.382995605469
"14/05/2018",6,552,240.396118164062
"14/05/2018",7,1251,263.171783447266
"14/05/2018",8,1997,456.392059326172
"14/05/2018",9,1106,520.014343261719
"14/05/2018",10,779,438.649108886719
"14/05/2018",11,946,461.171844482422
"14/05/2018",12,1095,450.055267333984
"14/05/2018",13,1051,445.216979980469
"14/05/2018",14,1124,482.802307128906
"14/05/2018",15,1171,468.656524658203
"14/05/2018",16,1433,397.766693115234
"14/05/2018",17,1891,502.392974853516
"14/05/2018",18,2906,687.584533691406
"14/05/2018",19,2236,618.452758789062
"14/05/2018",20,1965,596.8310546875
"14/05/2018",21,1885,538.244934082031
"14/05/2018",22,1648,454.655700683594
"14/05/2018",23,1071,421.712341308594
"15/05/2018",0,764,322.990203857422
"15/05/2018",1,563,334.303039550781
"15/05/2018",2,372,286.227203369141
"15/05/2018",3,241,262.428131103516
"15/05/2018",4,170,260.93408203125
"15/05/2018",5,182,204.325912475586
"15/05/2018",6,562,230.847579956055
"15/05/2018",7,1239,289.009063720703
"15/05/2018",8,2059,632.703430175781
"15/05/2018",9,1148,388.833953857422
"15/05/2018",10,832,378.898254394531
"15/05/2018",11,944,396.951934814453
"15/05/2018",12,1058,450.961639404297
"15/05/2018",13,1080,498.102020263672
"15/05/2018",14,1092,549.475402832031
"15/05/2018",15,1210,576.075378417969
"15/05/2018",16,1458,606.275512695312
"15/05/2018",17,1951,653.735717773438
"15/05/2018",18,2915,739.696716308594
"15/05/2018",19,2248,611.366882324219
"15/05/2018",20,1958,546.890625
"15/05/2018",21,1944,568.710327148438
"15/05/2018",22,1640,537.811279296875
"15/05/2018",23,848,498.876983642578
"16/05/2018",0,662,352.763488769531
"16/05/2018",1,502,336.871154785156
"16/05/2018",2,145,317.803680419922
"16/05/2018",3,166,243.178085327148
"16/05/2018",4,124,233.551895141602
"16/05/2018",5,52,243.305786132812
"16/05/2018",6,135,202.414611816406
"16/05/2018",7,367,276.733795166016
"16/05/2018",8,291,468.974426269531
"16/05/2018",9,97,203.207061767578
"16/05/2018",10,81,270.126159667969
"16/05/2018",11,243,173.955764770508
"16/05/2018",12,59,440.083526611328
"16/05/2018",13,151,216.83528137207
"16/05/2018",14,248,346.463409423828
"16/05/2018",15,240,266.181701660156
"16/05/2018",16,223,298.350036621094
"16/05/2018",17,304,249.620193481445
"16/05/2018",18,562,300.591247558594
"16/05/2018",19,404,269.675018310547
"16/05/2018",20,338,282.299102783203
"16/05/2018",21,398,286.020843505859
"16/05/2018",22,399,323.104400634766
"16/05/2018",23,225,326.476043701172
"17/05/2018",0,118,319.085266113281
"17/05/2018",1,144,314.365783691406
"17/05/2018",2,78,270.614074707031
"17/05/2018",3,38,224.118713378906
"17/05/2018",4,51,155.844329833984
"17/05/2018",5,54,243.016525268555
"17/05/2018",6,69,202.666870117188
"17/05/2018",7,80,199.601867675781
"17/05/2018",8,152,548.8173828125
"17/05/2018",9,28,329.031005859375
"17/05/2018",10,141,304.502471923828
"17/05/2018",11,182,297.532012939453
"17/05/2018",12,467,365.664794921875
"17/05/2018",13,592,599.792602539062
"17/05/2018",14,352,620.873779296875
"17/05/2018",15,186,341.872497558594
"17/05/2018",16,102,362.680206298828
"17/05/2018",17,131,309.249053955078
"17/05/2018",18,431,389.982727050781
"17/05/2018",19,29,199.301193237305
"17/05/2018",20,17,233.435745239258
"17/05/2018",21,18,341.871246337891
"17/05/2018",22,26,356.768798828125
"17/05/2018",23,35,367.147857666016
"18/05/2018",0,129,357.430114746094
"18/05/2018",1,116,346.059722900391
"18/05/2018",2,48,282.065368652344
"18/05/2018",3,47,245.350112915039
"18/05/2018",4,22,177.638763427734
"18/05/2018",5,29,252.024139404297
"18/05/2018",6,77,182.666610717773
"18/05/2018",7,210,286.907470703125
"18/05/2018",8,400,490.394683837891
"18/05/2018",9,427,310.835021972656
"18/05/2018",10,454,309.297882080078
"18/05/2018",11,352,306.092132568359
"18/05/2018",12,185,359.928161621094
"18/05/2018",13,509,407.012512207031
"18/05/2018",14,697,522.751342773438
"18/05/2018",15,906,711.808837890625
"18/05/2018",16,1182,736.265502929688
"18/05/2018",17,1551,729.8427734375
"18/05/2018",18,2261,729.567687988281
"18/05/2018",19,1751,692.606994628906
"18/05/2018",20,1386,595.028503417969
"18/05/2018",21,1263,582.789184570312
"18/05/2018",22,1221,622.869873046875
"18/05/2018",23,864,568.755310058594
"19/05/2018",0,689,415.349456787109
"19/05/2018",1,676,451.994842529297
"19/05/2018",2,526,409.496490478516
"19/05/2018",3,320,382.709777832031
"19/05/2018",4,213,341.192413330078
"19/05/2018",5,198,315.968933105469
"19/05/2018",6,234,355.279571533203
"19/05/2018",7,436,364.680725097656
"19/05/2018",8,766,788.126098632812
"19/05/2018",9,932,561.015625
"19/05/2018",10,1051,515.51806640625
"19/05/2018",11,1290,576.134704589844
"19/05/2018",12,1573,567.755615234375
"19/05/2018",13,1865,600.203125
"19/05/2018",14,2128,584.329772949219
"19/05/2018",15,2268,687.637878417969
"19/05/2018",16,2479,699.4404296875
"19/05/2018",17,2355,662.44775390625
"19/05/2018",18,2439,834.530944824219
"19/05/2018",19,2140,746.164672851562
"19/05/2018",20,1872,688.114074707031
"19/05/2018",21,1780,693.959167480469
"19/05/2018",22,1595,667.646728515625
"19/05/2018",23,1169,592.757690429688
"20/05/2018",0,986,277.979919433594
"20/05/2018",1,713,299.029663085938
"20/05/2018",2,473,271.99169921875
"20/05/2018",3,347,185.480133056641
"20/05/2018",4,205,180.813110351562
"20/05/2018",5,160,191.930267333984
"20/05/2018",6,190,229.650039672852
"20/05/2018",7,341,400.506408691406
"20/05/2018",8,524,744.761413574219
"20/05/2018",9,676,569.736755371094
"20/05/2018",10,899,539.465637207031
"20/05/2018",11,1013,562.755004882812
"20/05/2018",12,1313,559.057250976562
"20/05/2018",13,1559,633.669128417969
"20/05/2018",14,1680,649.287048339844
"20/05/2018",15,1999,633.069763183594
"20/05/2018",16,2143,674.736389160156
"20/05/2018",17,2310,660.404235839844
"20/05/2018",18,2403,794.242797851562
"20/05/2018",19,2145,652.593505859375
"20/05/2018",20,1846,581.149719238281
"20/05/2018",21,1636,605.570983886719
"20/05/2018",22,1325,614.733276367188
"20/05/2018",23,943,555.644592285156
"21/05/2018",0,666,302.621002197266
"21/05/2018",1,420,255.63444519043
"21/05/2018",2,262,188.635971069336
"21/05/2018",3,165,154.670196533203
"21/05/2018",4,113,137.770431518555
"21/05/2018",5,200,140.519485473633
"21/05/2018",6,467,180.266220092773
"21/05/2018",7,1135,356.174407958984
"21/05/2018",8,1785,703.005004882812
"21/05/2018",9,1118,526.100341796875
"21/05/2018",10,962,497.375549316406
"21/05/2018",11,1129,516.574951171875
"21/05/2018",12,1373,576.813537597656
"21/05/2018",13,1456,558.102478027344
"21/05/2018",14,1483,619.548156738281
"21/05/2018",15,1612,650.330810546875
"21/05/2018",16,1820,701.472229003906
"21/05/2018",17,2214,705.721069335938
"21/05/2018",18,3069,759.956115722656
"21/05/2018",19,2450,650.856750488281
"21/05/2018",20,2167,553.534545898438
"21/05/2018",21,2065,599.966003417969
"21/05/2018",22,1832,479.815612792969
"21/05/2018",23,1273,508.629150390625
"22/05/2018",0,957,331.960784912109
"22/05/2018",1,810,321.922210693359
"22/05/2018",2,590,316.696563720703
"22/05/2018",3,406,87.4768829345703
"22/05/2018",4,248,51.3716239929199
"22/05/2018",5,182,62.9027328491211
"22/05/2018",6,277,52.1747512817383
"22/05/2018",7,443,429.164978027344
"22/05/2018",8,694,486.936157226562
"22/05/2018",9,912,480.62353515625
"22/05/2018",10,1119,420.259918212891
"22/05/2018",11,1438,390.083923339844
"22/05/2018",12,1798,426.639862060547
"22/05/2018",13,2000,506.601470947266
"22/05/2018",14,1407,505.384094238281
"22/05/2018",15,163,459.7685546875
"22/05/2018",16,86,506.567321777344
"22/05/2018",17,50,569.066650390625
"22/05/2018",18,30,297.770751953125
"22/05/2018",19,45,263.551635742188
"22/05/2018",20,30,481.895812988281
"22/05/2018",21,58,481.594207763672
"22/05/2018",22,29,531.199279785156
"22/05/2018",23,18,239.453918457031
"23/05/2018",0,32,304.993957519531
"23/05/2018",1,25,289.028564453125
"23/05/2018",2,34,261.13330078125
"23/05/2018",3,43,242.3544921875
"23/05/2018",4,59,236.512329101562
"23/05/2018",5,152,315.663299560547
"23/05/2018",6,436,294.407348632812
"23/05/2018",7,1241,526.288024902344
"23/05/2018",8,2035,775.983703613281
"23/05/2018",9,1125,531.848571777344
"23/05/2018",10,871,393.770782470703
"23/05/2018",11,1012,524.149963378906
"23/05/2018",12,1216,524.924621582031
"23/05/2018",13,1167,525.215454101562
"23/05/2018",14,1183,578.748413085938
"23/05/2018",15,1332,605.954345703125
"23/05/2018",16,1563,617.580871582031
"23/05/2018",17,2069,658.805969238281
"23/05/2018",18,3123,799.420654296875
"23/05/2018",19,2454,671.021423339844
"23/05/2018",20,2001,613.16943359375
"23/05/2018",21,1833,648.271057128906
"23/05/2018",22,1588,615.747009277344
"23/05/2018",23,1080,548.640319824219
"24/05/2018",0,778,280.340942382812
"24/05/2018",1,578,329.129486083984
"24/05/2018",2,385,234.371658325195
"24/05/2018",3,265,247.875701904297
"24/05/2018",4,161,214.85041809082
"24/05/2018",5,205,210.031860351562
"24/05/2018",6,530,261.889831542969
"24/05/2018",7,1390,452.215454101562
"24/05/2018",8,2081,733.043579101562
"24/05/2018",9,1226,484.556945800781
"24/05/2018",10,880,444.034271240234
"24/05/2018",11,922,481.834167480469
"24/05/2018",12,1087,500.733062744141
"24/05/2018",13,1078,539.578125
"24/05/2018",14,1059,561.903015136719
"24/05/2018",15,1174,578.439758300781
"24/05/2018",16,1455,608.128967285156
"24/05/2018",17,1863,654.3681640625
"24/05/2018",18,2825,773.754333496094
"24/05/2018",19,2334,696.207824707031
"24/05/2018",20,1902,606.637878417969
"24/05/2018",21,1838,616.7275390625
"24/05/2018",22,1678,583.546508789062
"24/05/2018",23,1087,525.060363769531
"25/05/2018",0,831,310.121704101562
"25/05/2018",1,610,331.244262695312
"25/05/2018",2,437,316.377563476562
"25/05/2018",3,286,243.902069091797
"25/05/2018",4,188,237.835083007812
"25/05/2018",5,201,269.815093994141
"25/05/2018",6,531,331.299743652344
"25/05/2018",7,1250,447.747222900391
"25/05/2018",8,1996,692.313293457031
"25/05/2018",9,1121,390.678955078125
"25/05/2018",10,819,457.859344482422
"25/05/2018",11,959,504.571380615234
"25/05/2018",12,1082,469.706634521484
"25/05/2018",13,1106,534.043334960938
"25/05/2018",14,1161,583.336547851562
"25/05/2018",15,1306,595.995239257812
"25/05/2018",16,1533,638.720031738281
"25/05/2018",17,2013,655.503845214844
"25/05/2018",18,2916,768.351745605469
"25/05/2018",19,2227,664.25390625
"25/05/2018",20,1905,632.502136230469
"25/05/2018",21,1740,633.759826660156
"25/05/2018",22,1630,603.257141113281
"25/05/2018",23,1209,539.731506347656
"26/05/2018",0,987,316.051391601562
"26/05/2018",1,837,346.303924560547
"26/05/2018",2,572,316.812652587891
"26/05/2018",3,419,249.285720825195
"26/05/2018",4,232,239.89404296875
"26/05/2018",5,198,239.283828735352
"26/05/2018",6,299,262.288330078125
"26/05/2018",7,503,427.580322265625
"26/05/2018",8,763,691.782958984375
"26/05/2018",9,992,410.437469482422
"26/05/2018",10,1010,445.062622070312
"26/05/2018",11,1164,458.568725585938
"26/05/2018",12,1285,431.520568847656
"26/05/2018",13,1441,519.464233398438
"26/05/2018",14,1448,472.084411621094
"26/05/2018",15,1575,471.218109130859
"26/05/2018",16,1690,513.751342773438
"26/05/2018",17,1886,576.590270996094
"26/05/2018",18,2020,729.497497558594
"26/05/2018",19,1985,687.176940917969
"26/05/2018",20,1909,587.211608886719
"26/05/2018",21,1851,593.390869140625
"26/05/2018",22,1683,589.327270507812
"26/05/2018",23,1330,524.435363769531
"27/05/2018",0,1089,339.803588867188
"27/05/2018",1,799,337.888366699219
"27/05/2018",2,555,296.241943359375
"27/05/2018",3,423,233.297668457031
"27/05/2018",4,208,180.529312133789
"27/05/2018",5,174,84.804069519043
"27/05/2018",6,234,267.536102294922
"27/05/2018",7,341,290.139251708984
"27/05/2018",8,608,742.889526367188
"27/05/2018",9,762,471.286590576172
"27/05/2018",10,821,489.095947265625
"27/05/2018",11,1004,539.010864257812
"27/05/2018",12,1404,522.140014648438
"27/05/2018",13,1579,517.519836425781
"27/05/2018",14,1730,578.575805664062
"27/05/2018",15,2019,603.08349609375
"27/05/2018",16,2242,654.28857421875
"27/05/2018",17,2307,700.926940917969
"27/05/2018",18,2267,733.371337890625
"27/05/2018",19,2207,650.704406738281
"27/05/2018",20,2044,598.581420898438
"27/05/2018",21,1729,619.243347167969
"27/05/2018",22,1374,602.595581054688
"27/05/2018",23,1071,531.848571777344
"28/05/2018",0,770,294.342987060547
"28/05/2018",1,440,315.580261230469
"28/05/2018",2,335,199.792633056641
"28/05/2018",3,185,119.346672058105
"28/05/2018",4,134,-9.7166919708252
"28/05/2018",5,247,82.9708938598633
"28/05/2018",6,641,99.8188934326172
"28/05/2018",7,1502,311.220703125
"28/05/2018",8,2194,727.358276367188
"28/05/2018",9,1131,484.011962890625
"28/05/2018",10,828,463.429138183594
"28/05/2018",11,986,524.039367675781
"28/05/2018",12,1139,573.553894042969
"28/05/2018",13,1124,558.787048339844
"28/05/2018",14,1128,580.907836914062
"28/05/2018",15,1258,459.071014404297
"28/05/2018",16,1497,492.784271240234
"28/05/2018",17,2060,527.90966796875
"28/05/2018",18,3245,803.823608398438
"28/05/2018",19,2656,667.029174804688
"28/05/2018",20,2252,575.95654296875
"28/05/2018",21,2140,606.159606933594
"28/05/2018",22,1881,630.104736328125
"28/05/2018",23,1247,543.983459472656
"29/05/2018",0,841,228.507308959961
"29/05/2018",1,721,238.192886352539
"29/05/2018",2,466,178.976608276367
"29/05/2018",3,285,207.922134399414
"29/05/2018",4,204,211.85807800293
"29/05/2018",5,252,157.627593994141
"29/05/2018",6,625,210.823318481445
"29/05/2018",7,1427,421.116058349609
"29/05/2018",8,2234,701.129211425781
"29/05/2018",9,1192,444.674835205078
"29/05/2018",10,893,430.569458007812
"29/05/2018",11,949,409.391540527344
"29/05/2018",12,1184,432.057220458984
"29/05/2018",13,1103,472.225128173828
"29/05/2018",14,1174,452.004974365234
"29/05/2018",15,1234,503.753845214844
"29/05/2018",16,1592,495.534027099609
"29/05/2018",17,2022,632.96728515625
"29/05/2018",18,2154,694.282958984375
"29/05/2018",19,477,583.88427734375
"29/05/2018",20,422,415.717651367188
"29/05/2018",21,1041,433.108551025391
"29/05/2018",22,1121,537.718444824219
"29/05/2018",23,742,419.006622314453
"30/05/2018",0,507,396.438842773438
"30/05/2018",1,570,380.797149658203
"30/05/2018",2,422,351.283935546875
"30/05/2018",3,238,245.412567138672
"30/05/2018",4,167,242.434844970703
"30/05/2018",5,239,209.23176574707
"30/05/2018",6,505,247.999389648438
"30/05/2018",7,1150,304.352020263672
"30/05/2018",8,1937,576.904235839844
"30/05/2018",9,1200,482.344177246094
"30/05/2018",10,916,425.085418701172
"30/05/2018",11,975,395.949035644531
"30/05/2018",12,1187,422.645812988281
"30/05/2018",13,1134,433.881561279297
"30/05/2018",14,1119,450.878540039062
"30/05/2018",15,1280,510.515167236328
"30/05/2018",16,1571,553.357543945312
"30/05/2018",17,2166,660.247924804688
"30/05/2018",18,3251,821.450073242188
"30/05/2018",19,2650,609.923217773438
"30/05/2018",20,2224,551.352233886719
"30/05/2018",21,2074,562.245544433594
"30/05/2018",22,1732,517.256774902344
"30/05/2018",23,1158,505.425598144531
"31/05/2018",0,844,373.767059326172
"31/05/2018",1,610,407.465087890625
"31/05/2018",2,470,351.283935546875
"31/05/2018",3,328,301.576049804688
"31/05/2018",4,188,270.191253662109
"31/05/2018",5,265,268.554077148438
"31/05/2018",6,646,319.302001953125
"31/05/2018",7,1401,471.755065917969
"31/05/2018",8,2281,762.305419921875
"31/05/2018",9,1277,433.676788330078
"31/05/2018",10,936,338.141998291016
"31/05/2018",11,979,359.398193359375
"31/05/2018",12,1134,504.864837646484
"31/05/2018",13,1151,428.658386230469
"31/05/2018",14,1164,544.466857910156
"31/05/2018",15,1280,590.0712890625
"31/05/2018",16,1550,613.508605957031
"31/05/2018",17,2047,625.489929199219
"31/05/2018",18,3119,766.987182617188
"31/05/2018",19,2534,534.692321777344
"31/05/2018",20,2164,533.818237304688
"31/05/2018",21,2070,555.530395507812
"31/05/2018",22,1900,607.971069335938
"31/05/2018",23,1343,536.897521972656
"01/06/2018",0,963,307.902618408203
"01/06/2018",1,776,248.279525756836
"01/06/2018",2,554,320.651275634766
"01/06/2018",3,366,264.557067871094
"01/06/2018",4,265,241.208862304688
"01/06/2018",5,306,243.912948608398
"01/06/2018",6,672,289.023803710938
"01/06/2018",7,1421,427.580322265625
"01/06/2018",8,2149,704.273132324219
"01/06/2018",9,1219,364.4716796875
"01/06/2018",10,862,460.920593261719
"01/06/2018",11,1036,503.864471435547
"01/06/2018",12,1076,512.8837890625
"01/06/2018",13,1093,519.279968261719
"01/06/2018",14,1071,601.277221679688
"01/06/2018",15,1235,578.439758300781
"01/06/2018",16,1488,611.103454589844
"01/06/2018",17,2123,639.072082519531
"01/06/2018",18,3088,753.813598632812
"01/06/2018",19,2505,719.715576171875
"01/06/2018",20,2163,625.596557617188
"01/06/2018",21,2066,701.977355957031
"01/06/2018",22,1991,700.256042480469
"01/06/2018",23,1440,579.791076660156
"02/06/2018",0,1165,273.916809082031
"02/06/2018",1,989,220.720657348633
"02/06/2018",2,677,288.146636962891
"02/06/2018",3,475,243.153076171875
"02/06/2018",4,312,212.689819335938
"02/06/2018",5,264,217.149200439453
"02/06/2018",6,342,275.504119873047
"02/06/2018",7,560,384.52001953125
"02/06/2018",8,898,674.375122070312
"02/06/2018",9,1005,435.802185058594
"02/06/2018",10,1044,447.136352539062
"02/06/2018",11,1094,457.536346435547
"02/06/2018",12,1253,519.410034179688
"02/06/2018",13,1334,557.363830566406
"02/06/2018",14,1396,604.673950195312
"02/06/2018",15,1535,614.028625488281
"02/06/2018",16,1707,675.422058105469
"02/06/2018",17,2025,647.229187011719
"02/06/2018",18,2246,839.753723144531
"02/06/2018",19,2337,707.615600585938
"02/06/2018",20,2338,634.523803710938
"02/06/2018",21,2238,648.672180175781
"02/06/2018",22,1969,668.589660644531
"02/06/2018",23,1490,566.479736328125
"03/06/2018",0,1248,294.053070068359
"03/06/2018",1,902,307.261810302734
"03/06/2018",2,673,296.897613525391
"03/06/2018",3,437,239.208267211914
"03/06/2018",4,294,217.277252197266
"03/06/2018",5,193,166.241424560547
"03/06/2018",6,228,180.375396728516
"03/06/2018",7,423,424.454742431641
"03/06/2018",8,659,755.715515136719
"03/06/2018",9,831,503.026489257812
"03/06/2018",10,938,457.551147460938
"03/06/2018",11,977,458.836791992188
"03/06/2018",12,1134,487.238647460938
"03/06/2018",13,1393,557.350402832031
"03/06/2018",14,1399,577.411071777344
"03/06/2018",15,1556,599.199829101562
"03/06/2018",16,1834,606.15673828125
"03/06/2018",17,2131,667.384033203125
"03/06/2018",18,2349,772.097961425781
"03/06/2018",19,2514,703.154968261719
"03/06/2018",20,2460,642.025817871094
"03/06/2018",21,2173,659.169067382812
"03/06/2018",22,1741,674.177612304688
"03/06/2018",23,1274,590.460693359375
"04/06/2018",0,938,325.262145996094
"04/06/2018",1,596,304.207244873047
"04/06/2018",2,351,275.697479248047
"04/06/2018",3,244,201.822036743164
"04/06/2018",4,172,152.933059692383
"04/06/2018",5,299,160.922744750977
"04/06/2018",6,742,87.8743515014648
"04/06/2018",7,1505,409.972991943359
"04/06/2018",8,2287,737.416320800781
"04/06/2018",9,1243,408.661102294922
"04/06/2018",10,970,386.408538818359
"04/06/2018",11,1008,424.191925048828
"04/06/2018",12,1152,489.629272460938
"04/06/2018",13,1085,546.264404296875
"04/06/2018",14,1148,548.751647949219
"04/06/2018",15,1249,639.543579101562
"04/06/2018",16,1671,631.192749023438
"04/06/2018",17,2190,664.930786132812
"04/06/2018",18,3380,795.427734375
"04/06/2018",19,2788,695.759460449219
"04/06/2018",20,2508,686.5859375
"04/06/2018",21,2377,636.883483886719
"04/06/2018",22,2000,595.212768554688
"04/06/2018",23,1354,409.356994628906
"05/06/2018",0,927,295.331909179688
"05/06/2018",1,742,352.950866699219
"05/06/2018",2,448,311.079864501953
"05/06/2018",3,314,266.104949951172
"05/06/2018",4,214,222.445068359375
"05/06/2018",5,282,252.308441162109
"05/06/2018",6,733,235.205215454102
"05/06/2018",7,1602,435.513519287109
"05/06/2018",8,2322,704.275512695312
"05/06/2018",9,1344,409.099090576172
"05/06/2018",10,959,441.158782958984
"05/06/2018",11,974,498.110870361328
"05/06/2018",12,1111,490.649475097656
"05/06/2018",13,1058,482.645294189453
"05/06/2018",14,1120,540.769836425781
"05/06/2018",15,1250,464.156036376953
"05/06/2018",16,1434,497.474182128906
"05/06/2018",17,2115,610.491333007812
"05/06/2018",18,3227,779.097412109375
"05/06/2018",19,2615,650.292541503906
"05/06/2018",20,2346,598.932006835938
"05/06/2018",21,2404,593.482666015625
"05/06/2018",22,2237,548.336547851562
"05/06/2018",23,1646,561.985229492188
"06/06/2018",0,1268,295.425872802734
"06/06/2018",1,1031,314.501312255859
"06/06/2018",2,792,288.839782714844
"06/06/2018",3,562,212.03157043457
"06/06/2018",4,332,210.73078918457
"06/06/2018",5,218,194.469055175781
"06/06/2018",6,351,221.139755249023
"06/06/2018",7,536,381.332244873047
"06/06/2018",8,799,453.270782470703
"06/06/2018",9,925,299.794097900391
"06/06/2018",10,1087,273.206207275391
"06/06/2018",11,1152,302.922821044922
"06/06/2018",12,1400,341.0234375
"06/06/2018",13,1444,345.394409179688
"06/06/2018",14,1603,390.076599121094
"06/06/2018",15,1674,392.820739746094
"06/06/2018",16,1940,427.704650878906
"06/06/2018",17,2104,481.882385253906
"06/06/2018",18,2162,678.087463378906
"06/06/2018",19,2163,563.685119628906
"06/06/2018",20,2145,472.394195556641
"06/06/2018",21,1935,388.233428955078
"06/06/2018",22,1624,417.210418701172
"06/06/2018",23,1251,335.861450195312
"07/06/2018",0,978,383.317657470703
"07/06/2018",1,606,379.527282714844
"07/06/2018",2,418,357.676818847656
"07/06/2018",3,275,300.873809814453
"07/06/2018",4,191,232.614654541016
"07/06/2018",5,288,207.385864257812
"07/06/2018",6,716,260.477844238281
"07/06/2018",7,1551,297.231048583984
"07/06/2018",8,2317,439.787719726562
"07/06/2018",9,1342,436.436187744141
"07/06/2018",10,914,413.900054931641
"07/06/2018",11,967,417.609161376953
"07/06/2018",12,1099,352.297760009766
"07/06/2018",13,1071,406.450256347656
"07/06/2018",14,1116,422.208068847656
"07/06/2018",15,1171,446.172698974609
"07/06/2018",16,1442,498.988616943359
"07/06/2018",17,2002,509.721343994141
"07/06/2018",18,3221,728.000244140625
"07/06/2018",19,2649,655.564880371094
"07/06/2018",20,2278,555.869018554688
"07/06/2018",21,2161,486.487609863281
"07/06/2018",22,1939,538.127014160156
"07/06/2018",23,1290,486.05322265625
"08/06/2018",0,926,365.039367675781
"08/06/2018",1,769,360.623870849609
"08/06/2018",2,525,334.175262451172
"08/06/2018",3,365,232.082565307617
"08/06/2018",4,255,229.608139038086
"08/06/2018",5,299,254.164962768555
"08/06/2018",6,744,272.739288330078
"08/06/2018",7,1544,478.320404052734
"08/06/2018",8,2348,750.497924804688
"08/06/2018",9,1283,524.504760742188
"08/06/2018",10,1002,492.419982910156
"08/06/2018",11,1095,485.026062011719
"08/06/2018",12,1256,459.093658447266
"08/06/2018",13,1314,441.870574951172
"08/06/2018",14,1249,435.910461425781
"08/06/2018",15,1416,444.565032958984
"08/06/2018",16,1668,494.647308349609
"08/06/2018",17,2314,556.805236816406
"08/06/2018",18,3309,696.48828125
"08/06/2018",19,2797,593.114624023438
"08/06/2018",20,2476,518.109558105469
"08/06/2018",21,2337,482.826599121094
"08/06/2018",22,2140,527.684814453125
"08/06/2018",23,1672,533.12109375
"09/06/2018",0,1247,374.357238769531
"09/06/2018",1,1029,386.588531494141
"09/06/2018",2,732,318.300872802734
"09/06/2018",3,535,295.006622314453
"09/06/2018",4,352,259.727203369141
"09/06/2018",5,262,266.931579589844
"09/06/2018",6,381,304.81103515625
"09/06/2018",7,616,475.312744140625
"09/06/2018",8,963,738.747741699219
"09/06/2018",9,1102,466.223541259766
"09/06/2018",10,1156,444.213287353516
